buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
43.602104516800004;1.4428450287;20.0;2016-12-12;409;224516;3793;3329;1551485;88538.19999999969
