from_stop_I;to_stop_I;d;duration_avg;n_vehicles;route_I_counts
4327;4322;3379;204.82758620689654;58;553:23,972:1,965:34
7912;7880;1127;90.0;69;954:36,957:33
7912;7913;1381;90.0;69;973:33,958:36
7913;7912;1381;120.0;69;954:36,957:33
7913;7894;1484;120.0;69;973:33,958:36
7911;7870;887;120.0;69;964:33,958:36
7911;7855;1696;120.0;69;952:33,954:36
7916;7897;814;90.0;91;962:56,956:23,967:12
7910;7890;632;60.0;69;952:33,954:36
7910;7892;2175;165.65217391304347;69;964:33,958:36
7901;7861;1734;136.32;125;962:56,971:34,956:23,967:12
7901;7887;917;104.66666666666667;135;953:29,961:37,974:57,959:12
7891;7889;1118;90.0;68;968:23,969:32,963:1,967:12
7891;7869;2391;177.04918032786884;122;960:21,970:32,974:57,959:12
7907;7869;4056;330.0;23;968:23
