buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
41.8962589762;12.4853168076;20.0;2017-11-06;401;1051211;10206;7869;4101470;363755.4779999998
