buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
-23.6176028052;-70.3865345487;20.0;2016-12-12;353;293921;971;650;343064;90603.15200000005
