buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
44.8412042216;-0.5750541222;30.0;2016-12-12;402;236595;4039;3435;1625984;87485.75699999994
