buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
54.600091000000006;-5.93041;30.0;2016-09-05;308;122693;2181;1917;673800;31820.939000000002
