buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
45.17717540060001;5.7227744098;20.0;2016-11-14;479;114492;1682;1547;806106;48483.031999999934
