buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
48.1079011008;-1.6749263232;20.0;2016-12-19;635;109075;1671;1407;1061745;51270.26800000007
