buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
62.8944693649;27.6807300896;10.0;2016-12-12;559;32122;704;549;394163;14004.897999999986
