from_stop_I;to_stop_I;dep_time_ut;arr_time_ut;route_type;trip_I;seq;route_I
292;294;1481547540;1481547540;3;305;28;5
294;359;1481547540;1481547600;3;305;29;5
359;378;1481547600;1481547600;3;305;30;5
378;354;1481547600;1481547660;3;305;31;5
354;356;1481547660;1481547780;3;305;32;5
343;353;1481523300;1481523300;3;306;1;5
353;379;1481523300;1481523360;3;306;2;5
379;360;1481523360;1481523420;3;306;3;5
360;295;1481523420;1481523420;3;306;4;5
295;293;1481523420;1481523480;3;306;5;5
293;291;1481523480;1481523480;3;306;6;5
291;287;1481523480;1481523480;3;306;7;5
287;297;1481523480;1481523480;3;306;8;5
297;299;1481523480;1481523540;3;306;9;5
299;301;1481523540;1481523540;3;306;10;5
301;303;1481523540;1481523600;3;306;11;5
303;305;1481523600;1481523600;3;306;12;5
305;307;1481523600;1481523660;3;306;13;5
307;309;1481523660;1481523660;3;306;14;5
309;285;1481523660;1481523720;3;306;15;5
285;313;1481523720;1481523780;3;306;16;5
313;311;1481523780;1481523840;3;306;17;5
311;279;1481523840;1481523900;3;306;18;5
279;277;1481523900;1481523960;3;306;19;5
277;275;1481523960;1481524020;3;306;20;5
275;273;1481524020;1481524020;3;306;21;5
273;203;1481524020;1481524020;3;306;22;5
203;201;1481524020;1481524020;3;306;23;5
201;140;1481524020;1481524140;3;306;24;5
140;119;1481524140;1481524200;3;306;25;5
119;117;1481524200;1481524200;3;306;26;5
117;115;1481524200;1481524260;3;306;27;5
115;344;1481524260;1481524320;3;306;28;5
344;75;1481524320;1481524320;3;306;29;5
75;49;1481524320;1481524380;3;306;30;5
49;51;1481524380;1481524440;3;306;31;5
51;1;1481524440;1481524560;3;306;32;5
291;287;1481554200;1481554260;3;309;1;43
287;297;1481554260;1481554320;3;309;2;43
297;299;1481554320;1481554380;3;309;3;43
299;301;1481554380;1481554440;3;309;4;43
301;303;1481554440;1481554500;3;309;5;43
303;305;1481554500;1481554560;3;309;6;43
305;307;1481554560;1481554620;3;309;7;43
307;309;1481554620;1481554740;3;309;8;43
309;285;1481554740;1481554860;3;309;9;43
285;313;1481554860;1481554980;3;309;10;43
313;263;1481554980;1481555100;3;309;11;43
263;265;1481555100;1481555160;3;309;12;43
265;289;1481555160;1481555220;3;309;13;43
289;210;1481555220;1481555280;3;309;14;43
210;208;1481555280;1481555340;3;309;15;43
208;206;1481555340;1481555400;3;309;16;43
206;203;1481555400;1481555520;3;309;17;43
203;201;1481555520;1481555640;3;309;18;43
201;199;1481555640;1481555700;3;309;19;43
199;196;1481555700;1481555760;3;309;20;43
196;16;1481555760;1481555820;3;309;21;43
16;194;1481555820;1481555880;3;309;22;43
194;192;1481555880;1481555940;3;309;23;43
192;26;1481555940;1481556000;3;309;24;43
26;66;1481556000;1481556060;3;309;25;43
66;452;1481556060;1481556120;3;309;26;43
452;174;1481556120;1481556180;3;309;27;43
174;176;1481556180;1481556240;3;309;28;43
176;413;1481556240;1481556300;3;309;29;43
413;242;1481556300;1481556360;3;309;30;43
242;376;1481556360;1481556420;3;309;31;43
376;162;1481556420;1481556480;3;309;32;43
162;187;1481556480;1481556540;3;309;33;43
187;184;1481556540;1481556600;3;309;34;43
108;117;1481521920;1481521980;3;312;1;9
117;115;1481521980;1481521980;3;312;2;9
115;344;1481521980;1481522040;3;312;3;9
344;75;1481522040;1481522100;3;312;4;9
75;49;1481522100;1481522160;3;312;5;9
49;51;1481522160;1481522220;3;312;6;9
51;399;1481522220;1481522700;3;312;7;9
399;65;1481522700;1481522760;3;312;8;9
65;52;1481522760;1481522820;3;312;9;9
52;98;1481522820;1481522880;3;312;10;9
98;1131;1481522880;1481523060;3;312;11;9
1131;455;1481523060;1481523240;3;312;12;9
455;1242;1481523240;1481523360;3;312;13;9
314;263;1481568000;1481568060;3;314;1;36
263;265;1481568060;1481568120;3;314;2;36
265;289;1481568120;1481568120;3;314;3;36
289;210;1481568120;1481568180;3;314;4;36
210;208;1481568180;1481568240;3;314;5;36
208;206;1481568240;1481568240;3;314;6;36
206;203;1481568240;1481568300;3;314;7;36
203;201;1481568300;1481568360;3;314;8;36
201;140;1481568360;1481568480;3;314;9;36
140;119;1481568480;1481568540;3;314;10;36
119;117;1481568540;1481568600;3;314;11;36
117;115;1481568600;1481568600;3;314;12;36
115;344;1481568600;1481568660;3;314;13;36
344;75;1481568660;1481568660;3;314;14;36
75;49;1481568660;1481568720;3;314;15;36
49;51;1481568720;1481568780;3;314;16;36
51;26;1481568780;1481569500;3;314;17;36
26;66;1481569500;1481569560;3;314;18;36
66;452;1481569560;1481569680;3;314;19;36
452;174;1481569680;1481569740;3;314;20;36
174;176;1481569740;1481569740;3;314;21;36
176;413;1481569740;1481569800;3;314;22;36
413;242;1481569800;1481569860;3;314;23;36
242;376;1481569860;1481569860;3;314;24;36
376;162;1481569860;1481569920;3;314;25;36
162;187;1481569920;1481570040;3;314;26;36
187;184;1481570040;1481570220;3;314;27;36
184;183;1481570220;1481570280;3;314;28;36
183;182;1481570280;1481570340;3;314;29;36
182;181;1481570340;1481570400;3;314;30;36
181;180;1481570400;1481570460;3;314;31;36
45;44;1481545800;1481545860;3;316;1;29
44;42;1481545860;1481545860;3;316;2;29
42;40;1481545860;1481545920;3;316;3;29
40;38;1481545920;1481545980;3;316;4;29
38;144;1481545980;1481546040;3;316;5;29
144;451;1481546040;1481546100;3;316;6;29
451;146;1481546100;1481546160;3;316;7;29
146;164;1481546160;1481546220;3;316;8;29
164;28;1481546220;1481546280;3;316;9;29
28;6;1481546280;1481546700;3;316;10;29
6;50;1481546700;1481546760;3;316;11;29
50;7;1481546760;1481546760;3;316;12;29
7;74;1481546760;1481546820;3;316;13;29
74;345;1481546820;1481546880;3;316;14;29
345;114;1481546880;1481546940;3;316;15;29
114;116;1481546940;1481546940;3;316;16;29
116;118;1481546940;1481547000;3;316;17;29
118;120;1481547000;1481547060;3;316;18;29
120;122;1481547060;1481547060;3;316;19;29
122;417;1481547060;1481547240;3;316;20;29
417;403;1481547240;1481547300;3;316;21;29
403;405;1481547300;1481547360;3;316;22;29
405;1187;1481547360;1481547420;3;316;23;29
1187;357;1481547420;1481547720;3;316;24;29
357;343;1481547720;1481547720;3;316;25;29
343;353;1481547720;1481547780;3;316;26;29
353;235;1481547780;1481547840;3;316;27;29
235;239;1481547840;1481547900;3;316;28;29
239;81;1481547900;1481547960;3;316;29;29
81;381;1481547960;1481547960;3;316;30;29
381;392;1481547960;1481548020;3;316;31;29
392;365;1481548020;1481548020;3;316;32;29
365;367;1481548020;1481548080;3;316;33;29
367;375;1481548080;1481548140;3;316;34;29
375;440;1481548140;1481548200;3;316;35;29
440;446;1481548200;1481548260;3;316;36;29
446;1347;1481548260;1481548320;3;316;37;29
1347;1351;1481548320;1481548380;3;316;38;29
454;47;1481544600;1481544600;3;317;1;32
47;33;1481544600;1481544660;3;317;2;32
33;48;1481544660;1481544720;3;317;3;32
48;30;1481544720;1481544780;3;317;4;32
30;28;1481544780;1481544840;3;317;5;32
28;25;1481544840;1481545080;3;317;6;32
412;411;1481541600;1481541600;3;318;1;37
411;89;1481541600;1481541660;3;318;2;37
89;91;1481541660;1481541660;3;318;3;37
91;402;1481541660;1481541720;3;318;4;37
402;1320;1481541720;1481541720;3;318;5;37
1320;94;1481541720;1481541780;3;318;6;37
94;240;1481541780;1481541840;3;318;7;37
240;414;1481541840;1481541840;3;318;8;37
414;177;1481541840;1481541900;3;318;9;37
177;175;1481541900;1481541960;3;318;10;37
175;453;1481541960;1481542020;3;318;11;37
453;73;1481542020;1481542080;3;318;12;37
73;3;1481542080;1481542500;3;318;13;37
3;191;1481542500;1481542560;3;318;14;37
191;193;1481542560;1481542560;3;318;15;37
193;15;1481542560;1481542620;3;318;16;37
15;197;1481542620;1481542680;3;318;17;37
197;435;1481542680;1481542740;3;318;18;37
435;447;1481542740;1481542800;3;318;19;37
447;443;1481542800;1481542860;3;318;20;37
443;441;1481542860;1481542860;3;318;21;37
441;437;1481542860;1481542920;3;318;22;37
437;445;1481542920;1481543280;3;318;23;37
445;439;1481543280;1481543340;3;318;24;37
439;374;1481543340;1481543340;3;318;25;37
374;366;1481543340;1481543400;3;318;26;37
366;364;1481543400;1481543400;3;318;27;37
364;391;1481543400;1481543460;3;318;28;37
391;380;1481543460;1481543460;3;318;29;37
380;80;1481543460;1481543520;3;318;30;37
80;238;1481543520;1481543520;3;318;31;37
238;236;1481543520;1481543580;3;318;32;37
236;354;1481543580;1481543640;3;318;33;37
354;356;1481543640;1481543760;3;318;34;37
343;353;1481538600;1481538600;3;320;1;37
353;235;1481538600;1481538660;3;320;2;37
235;239;1481538660;1481538660;3;320;3;37
239;81;1481538660;1481538720;3;320;4;37
81;381;1481538720;1481538720;3;320;5;37
381;392;1481538720;1481538780;3;320;6;37
392;365;1481538780;1481538840;3;320;7;37
365;367;1481538840;1481538900;3;320;8;37
367;375;1481538900;1481538900;3;320;9;37
375;440;1481538900;1481538900;3;320;10;37
440;446;1481538900;1481539200;3;320;11;37
446;438;1481539200;1481539200;3;320;12;37
438;442;1481539200;1481539260;3;320;13;37
442;444;1481539260;1481539320;3;320;14;37
444;448;1481539320;1481539380;3;320;15;37
448;436;1481539380;1481539440;3;320;16;37
436;196;1481539440;1481539500;3;320;17;37
196;16;1481539500;1481539560;3;320;18;37
16;194;1481539560;1481539620;3;320;19;37
194;192;1481539620;1481539680;3;320;20;37
192;4;1481539680;1481540400;3;320;21;37
4;66;1481540400;1481540460;3;320;22;37
66;452;1481540460;1481540520;3;320;23;37
452;174;1481540520;1481540580;3;320;24;37
174;176;1481540580;1481540580;3;320;25;37
176;413;1481540580;1481540640;3;320;26;37
413;241;1481540640;1481540640;3;320;27;37
241;95;1481540640;1481540700;3;320;28;37
95;93;1481540700;1481540760;3;320;29;37
93;92;1481540760;1481540760;3;320;30;37
92;90;1481540760;1481540820;3;320;31;37
90;88;1481540820;1481540820;3;320;32;37
88;410;1481540820;1481540880;3;320;33;37
410;412;1481540880;1481541000;3;320;34;37
6;50;1481546100;1481546160;3;321;1;7
50;7;1481546160;1481546220;3;321;2;7
7;74;1481546220;1481546220;3;321;3;7
74;76;1481546220;1481546280;3;321;4;7
76;78;1481546280;1481546340;3;321;5;7
78;82;1481546340;1481546400;3;321;6;7
82;84;1481546400;1481546400;3;321;7;7
84;86;1481546400;1481546460;3;321;8;7
86;211;1481546460;1481546520;3;321;9;7
211;213;1481546520;1481546520;3;321;10;7
213;185;1481546520;1481546640;3;321;11;7
185;215;1481546640;1481546700;3;321;12;7
215;400;1481546700;1481546700;3;321;13;7
400;217;1481546700;1481546760;3;321;14;7
217;219;1481546760;1481546820;3;321;15;7
219;221;1481546820;1481546820;3;321;16;7
221;223;1481546820;1481546880;3;321;17;7
223;225;1481546880;1481546940;3;321;18;7
225;227;1481546940;1481547060;3;321;19;7
227;230;1481547060;1481547060;3;321;20;7
230;231;1481547060;1481547120;3;321;21;7
231;233;1481547120;1481547240;3;321;22;7
179;413;1481544300;1481544300;3;323;1;33
413;241;1481544300;1481544360;3;323;2;33
241;97;1481544360;1481544360;3;323;3;33
97;78;1481544360;1481544420;3;323;4;33
78;344;1481544420;1481544540;3;323;5;33
344;75;1481544540;1481544600;3;323;6;33
75;49;1481544600;1481544660;3;323;7;33
49;51;1481544660;1481544720;3;323;8;33
51;1;1481544720;1481545200;3;323;9;33
1;27;1481545200;1481545260;3;323;10;33
27;29;1481545260;1481545320;3;323;11;33
29;31;1481545320;1481545320;3;323;12;33
31;416;1481545320;1481545380;3;323;13;33
416;55;1481545380;1481545560;3;323;14;33
55;57;1481545560;1481545620;3;323;15;33
57;59;1481545620;1481545740;3;323;16;33
59;1334;1481545740;1481545740;3;323;17;33
1334;1336;1481545740;1481545800;3;323;18;33
1336;244;1481545800;1481545800;3;323;19;33
244;271;1481545800;1481545860;3;323;20;33
271;267;1481545860;1481545920;3;323;21;33
267;269;1481545920;1481545980;3;323;22;33
113;112;1481571900;1481571900;3;326;1;44
112;110;1481571900;1481571960;3;326;2;44
110;107;1481571960;1481571960;3;326;3;44
107;105;1481571960;1481572020;3;326;4;44
105;103;1481572020;1481572020;3;326;5;44
103;101;1481572020;1481572020;3;326;6;44
101;153;1481572020;1481572080;3;326;7;44
153;151;1481572080;1481572140;3;326;8;44
151;150;1481572140;1481572140;3;326;9;44
150;36;1481572140;1481572200;3;326;10;44
36;148;1481572200;1481572200;3;326;11;44
148;33;1481572200;1481572260;3;326;12;44
33;48;1481572260;1481572260;3;326;13;44
48;30;1481572260;1481572320;3;326;14;44
30;28;1481572320;1481572320;3;326;15;44
28;3;1481572320;1481572800;3;326;16;44
3;191;1481572800;1481572800;3;326;17;44
191;193;1481572800;1481572860;3;326;18;44
193;15;1481572860;1481572920;3;326;19;44
15;195;1481572920;1481572980;3;326;20;44
195;198;1481572980;1481572980;3;326;21;44
198;120;1481572980;1481573160;3;326;22;44
120;122;1481573160;1481573160;3;326;23;44
122;123;1481573160;1481573220;3;326;24;44
123;125;1481573220;1481573280;3;326;25;44
125;127;1481573280;1481573280;3;326;26;44
127;129;1481573280;1481573700;3;326;27;44
129;130;1481573700;1481573760;3;326;28;44
130;131;1481573760;1481573820;3;326;29;44
131;132;1481573820;1481573820;3;326;30;44
132;133;1481573820;1481573880;3;326;31;44
133;134;1481573880;1481573880;3;326;32;44
134;135;1481573880;1481573940;3;326;33;44
135;136;1481573940;1481574000;3;326;34;44
136;137;1481574000;1481574000;3;326;35;44
137;138;1481574000;1481574060;3;326;36;44
158;157;1481556600;1481556660;3;327;1;41
157;155;1481556660;1481556660;3;327;2;41
155;107;1481556660;1481556720;3;327;3;41
107;105;1481556720;1481556720;3;327;4;41
105;103;1481556720;1481556780;3;327;5;41
103;101;1481556780;1481556780;3;327;6;41
101;153;1481556780;1481556840;3;327;7;41
153;151;1481556840;1481556900;3;327;8;41
151;150;1481556900;1481556960;3;327;9;41
150;36;1481556960;1481557020;3;327;10;41
36;148;1481557020;1481557020;3;327;11;41
148;33;1481557020;1481557080;3;327;12;41
33;416;1481557080;1481557140;3;327;13;41
416;53;1481557140;1481557200;3;327;14;41
53;73;1481557200;1481557260;3;327;15;41
73;5;1481557260;1481557500;3;327;16;41
5;50;1481557500;1481557560;3;327;17;41
50;7;1481557560;1481557620;3;327;18;41
7;74;1481557620;1481557620;3;327;19;41
74;345;1481557620;1481557680;3;327;20;41
345;114;1481557680;1481557740;3;327;21;41
114;116;1481557740;1481557740;3;327;22;41
116;118;1481557740;1481557800;3;327;23;41
118;141;1481557800;1481557920;3;327;24;41
141;129;1481557920;1481558220;3;327;25;41
129;130;1481558220;1481558280;3;327;26;41
130;131;1481558280;1481558280;3;327;27;41
131;132;1481558280;1481558340;3;327;28;41
132;133;1481558340;1481558400;3;327;29;41
133;134;1481558400;1481558400;3;327;30;41
134;135;1481558400;1481558460;3;327;31;41
135;136;1481558460;1481558520;3;327;32;41
158;157;1481532900;1481532960;3;331;1;41
157;155;1481532960;1481532960;3;331;2;41
155;107;1481532960;1481533020;3;331;3;41
107;105;1481533020;1481533020;3;331;4;41
105;103;1481533020;1481533080;3;331;5;41
103;101;1481533080;1481533140;3;331;6;41
101;153;1481533140;1481533200;3;331;7;41
153;151;1481533200;1481533260;3;331;8;41
151;150;1481533260;1481533380;3;331;9;41
150;36;1481533380;1481533440;3;331;10;41
36;148;1481533440;1481533500;3;331;11;41
148;33;1481533500;1481533560;3;331;12;41
33;416;1481533560;1481533620;3;331;13;41
416;53;1481533620;1481533680;3;331;14;41
53;73;1481533680;1481533740;3;331;15;41
73;5;1481533740;1481534100;3;331;16;41
5;50;1481534100;1481534160;3;331;17;41
50;7;1481534160;1481534220;3;331;18;41
7;74;1481534220;1481534220;3;331;19;41
74;345;1481534220;1481534280;3;331;20;41
345;114;1481534280;1481534340;3;331;21;41
114;116;1481534340;1481534340;3;331;22;41
116;118;1481534340;1481534400;3;331;23;41
118;141;1481534400;1481534520;3;331;24;41
141;129;1481534520;1481534820;3;331;25;41
129;130;1481534820;1481534880;3;331;26;41
130;131;1481534880;1481534880;3;331;27;41
131;132;1481534880;1481534940;3;331;28;41
132;133;1481534940;1481535000;3;331;29;41
133;134;1481535000;1481535000;3;331;30;41
134;135;1481535000;1481535060;3;331;31;41
135;136;1481535060;1481535120;3;331;32;41
129;130;1481552820;1481552880;3;333;1;41
130;131;1481552880;1481552880;3;333;2;41
131;132;1481552880;1481552940;3;333;3;41
132;133;1481552940;1481553000;3;333;4;41
133;134;1481553000;1481553060;3;333;5;41
134;135;1481553060;1481553060;3;333;6;41
135;136;1481553060;1481553120;3;333;7;41
136;137;1481553120;1481553180;3;333;8;41
137;138;1481553180;1481553240;3;333;9;41
138;142;1481553240;1481553300;3;333;10;41
142;119;1481553300;1481553420;3;333;11;41
119;117;1481553420;1481553480;3;333;12;41
117;115;1481553480;1481553540;3;333;13;41
115;344;1481553540;1481553660;3;333;14;41
344;75;1481553660;1481553720;3;333;15;41
75;49;1481553720;1481553780;3;333;16;41
49;51;1481553780;1481553840;3;333;17;41
51;25;1481553840;1481554500;3;333;18;41
25;66;1481554500;1481554560;3;333;19;41
66;54;1481554560;1481554620;3;333;20;41
54;415;1481554620;1481554680;3;333;21;41
415;34;1481554680;1481554740;3;333;22;41
34;32;1481554740;1481554740;3;333;23;41
32;147;1481554740;1481554800;3;333;24;41
147;35;1481554800;1481554860;3;333;25;41
35;149;1481554860;1481554920;3;333;26;41
149;151;1481554920;1481554920;3;333;27;41
151;152;1481554920;1481554980;3;333;28;41
152;100;1481554980;1481555040;3;333;29;41
100;102;1481555040;1481555040;3;333;30;41
102;104;1481555040;1481555100;3;333;31;41
104;106;1481555100;1481555160;3;333;32;41
106;154;1481555160;1481555220;3;333;33;41
154;156;1481555220;1481555280;3;333;34;41
156;158;1481555280;1481555400;3;333;35;41
479;481;1481558340;1481558340;3;334;1;39
481;469;1481558340;1481558400;3;334;2;39
469;467;1481558400;1481558400;3;334;3;39
467;1143;1481558400;1481558460;3;334;4;39
1143;456;1481558460;1481558640;3;334;5;39
456;1132;1481558640;1481558820;3;334;6;39
1132;99;1481558820;1481559000;3;334;7;39
99;53;1481559000;1481559120;3;334;8;39
53;73;1481559120;1481559180;3;334;9;39
73;6;1481559180;1481559600;3;334;10;39
6;50;1481559600;1481559660;3;334;11;39
50;7;1481559660;1481559660;3;334;12;39
7;74;1481559660;1481559720;3;334;13;39
74;345;1481559720;1481559780;3;334;14;39
345;114;1481559780;1481559840;3;334;15;39
114;116;1481559840;1481559840;3;334;16;39
116;118;1481559840;1481559900;3;334;17;39
118;139;1481559900;1481559960;3;334;18;39
139;1187;1481559960;1481560080;3;334;19;39
1187;341;1481560080;1481560320;3;334;20;39
341;323;1481560320;1481560380;3;334;21;39
323;325;1481560380;1481560440;3;334;22;39
325;327;1481560440;1481560500;3;334;23;39
327;432;1481560500;1481560560;3;334;24;39
432;851;1481560560;1481560620;3;334;25;39
851;461;1481560620;1481561100;3;334;26;39
461;845;1481561100;1481561220;3;334;27;39
6;50;1481528100;1481528160;3;335;1;7
50;7;1481528160;1481528220;3;335;2;7
7;74;1481528220;1481528220;3;335;3;7
74;76;1481528220;1481528280;3;335;4;7
76;78;1481528280;1481528340;3;335;5;7
78;82;1481528340;1481528400;3;335;6;7
82;84;1481528400;1481528400;3;335;7;7
84;86;1481528400;1481528460;3;335;8;7
86;211;1481528460;1481528520;3;335;9;7
211;213;1481528520;1481528520;3;335;10;7
213;185;1481528520;1481528640;3;335;11;7
185;215;1481528640;1481528700;3;335;12;7
215;400;1481528700;1481528700;3;335;13;7
400;217;1481528700;1481528760;3;335;14;7
217;219;1481528760;1481528820;3;335;15;7
219;221;1481528820;1481528820;3;335;16;7
221;223;1481528820;1481528880;3;335;17;7
223;225;1481528880;1481528940;3;335;18;7
225;227;1481528940;1481529060;3;335;19;7
227;230;1481529060;1481529060;3;335;20;7
230;231;1481529060;1481529120;3;335;21;7
231;233;1481529120;1481529240;3;335;22;7
227;230;1481540280;1481540340;3;337;1;6
230;231;1481540340;1481540340;3;337;2;6
231;233;1481540340;1481540400;3;337;3;6
233;257;1481540400;1481540460;3;337;4;6
257;255;1481540460;1481540520;3;337;5;6
255;253;1481540520;1481540520;3;337;6;6
253;250;1481540520;1481540580;3;337;7;6
250;249;1481540580;1481540580;3;337;8;6
249;247;1481540580;1481540640;3;337;9;6
247;245;1481540640;1481540640;3;337;10;6
245;62;1481540640;1481540700;3;337;11;6
62;64;1481540700;1481540700;3;337;12;6
64;68;1481540700;1481540760;3;337;13;6
68;70;1481540760;1481540760;3;337;14;6
70;72;1481540760;1481540820;3;337;15;6
72;53;1481540820;1481540940;3;337;16;6
53;73;1481540940;1481541000;3;337;17;6
73;6;1481541000;1481541600;3;337;18;6
6;50;1481541600;1481541660;3;337;19;6
50;7;1481541660;1481541720;3;337;20;6
7;74;1481541720;1481541780;3;337;21;6
74;345;1481541780;1481541840;3;337;22;6
345;114;1481541840;1481541840;3;337;23;6
114;116;1481541840;1481541900;3;337;24;6
116;118;1481541900;1481541900;3;337;25;6
118;139;1481541900;1481541960;3;337;26;6
139;200;1481541960;1481542080;3;337;27;6
200;202;1481542080;1481542140;3;337;28;6
202;272;1481542140;1481542200;3;337;29;6
272;274;1481542200;1481542260;3;337;30;6
274;276;1481542260;1481542320;3;337;31;6
276;278;1481542320;1481542380;3;337;32;6
278;280;1481542380;1481542440;3;337;33;6
280;283;1481542440;1481542500;3;337;34;6
283;315;1481542500;1481542560;3;337;35;6
315;1267;1481542560;1481542560;3;337;36;6
1267;317;1481542560;1481542620;3;337;37;6
317;319;1481542620;1481542680;3;337;38;6
319;321;1481542680;1481542740;3;337;39;6
321;341;1481542740;1481542800;3;337;40;6
341;323;1481542800;1481542860;3;337;41;6
323;325;1481542860;1481542920;3;337;42;6
325;327;1481542920;1481542980;3;337;43;6
327;329;1481542980;1481543040;3;337;44;6
329;331;1481543040;1481543100;3;337;45;6
331;333;1481543100;1481543160;3;337;46;6
333;335;1481543160;1481543220;3;337;47;6
335;337;1481543220;1481543280;3;337;48;6
337;339;1481543280;1481543340;3;337;49;6
339;346;1481543340;1481543400;3;337;50;6
346;348;1481543400;1481543460;3;337;51;6
348;350;1481543460;1481543520;3;337;52;6
350;385;1481543520;1481543520;3;337;53;6
385;387;1481543520;1481543580;3;337;54;6
387;389;1481543580;1481543640;3;337;55;6
389;1333;1481543640;1481543640;3;337;56;6
1333;1332;1481543640;1481543700;3;337;57;6
1332;1330;1481543700;1481543760;3;337;58;6
1329;1331;1481541900;1481541960;3;339;1;6
1331;361;1481541960;1481541960;3;339;2;6
361;390;1481541960;1481542020;3;339;3;6
390;388;1481542020;1481542020;3;339;4;6
388;351;1481542020;1481542080;3;339;5;6
351;349;1481542080;1481542140;3;339;6;6
349;347;1481542140;1481542140;3;339;7;6
347;340;1481542140;1481542140;3;339;8;6
340;338;1481542140;1481542140;3;339;9;6
338;336;1481542140;1481542140;3;339;10;6
336;334;1481542140;1481542200;3;339;11;6
334;332;1481542200;1481542260;3;339;12;6
332;330;1481542260;1481542260;3;339;13;6
330;328;1481542260;1481542320;3;339;14;6
328;326;1481542320;1481542320;3;339;15;6
326;324;1481542320;1481542380;3;339;16;6
324;342;1481542380;1481542440;3;339;17;6
342;322;1481542440;1481542620;3;339;18;6
322;320;1481542620;1481542680;3;339;19;6
320;318;1481542680;1481542680;3;339;20;6
318;1268;1481542680;1481542740;3;339;21;6
1268;316;1481542740;1481542800;3;339;22;6
316;282;1481542800;1481542860;3;339;23;6
282;281;1481542860;1481542860;3;339;24;6
281;279;1481542860;1481542920;3;339;25;6
279;277;1481542920;1481542980;3;339;26;6
277;275;1481542980;1481542980;3;339;27;6
275;273;1481542980;1481542980;3;339;28;6
273;203;1481542980;1481542980;3;339;29;6
203;201;1481542980;1481543040;3;339;30;6
201;140;1481543040;1481543160;3;339;31;6
140;119;1481543160;1481543220;3;339;32;6
119;117;1481543220;1481543280;3;339;33;6
117;115;1481543280;1481543280;3;339;34;6
115;344;1481543280;1481543340;3;339;35;6
344;75;1481543340;1481543340;3;339;36;6
75;49;1481543340;1481543400;3;339;37;6
49;51;1481543400;1481543460;3;339;38;6
51;26;1481543460;1481544600;3;339;39;6
26;66;1481544600;1481544660;3;339;40;6
66;54;1481544660;1481544720;3;339;41;6
54;71;1481544720;1481544840;3;339;42;6
71;69;1481544840;1481544900;3;339;43;6
69;67;1481544900;1481544900;3;339;44;6
67;63;1481544900;1481544960;3;339;45;6
63;61;1481544960;1481544960;3;339;46;6
61;244;1481544960;1481545020;3;339;47;6
244;246;1481545020;1481545020;3;339;48;6
246;248;1481545020;1481545080;3;339;49;6
248;251;1481545080;1481545080;3;339;50;6
251;252;1481545080;1481545140;3;339;51;6
252;254;1481545140;1481545200;3;339;52;6
254;256;1481545200;1481545200;3;339;53;6
256;234;1481545200;1481545980;3;339;54;6
234;232;1481545980;1481546040;3;339;55;6
232;229;1481546040;1481546040;3;339;56;6
229;228;1481546040;1481546040;3;339;57;6
1349;1348;1481561880;1481561940;3;340;1;29
1348;445;1481561940;1481562000;3;340;2;29
445;439;1481562000;1481562060;3;340;3;29
439;374;1481562060;1481562120;3;340;4;29
374;366;1481562120;1481562120;3;340;5;29
366;364;1481562120;1481562180;3;340;6;29
364;391;1481562180;1481562180;3;340;7;29
391;380;1481562180;1481562240;3;340;8;29
380;80;1481562240;1481562240;3;340;9;29
80;238;1481562240;1481562300;3;340;10;29
238;236;1481562300;1481562360;3;340;11;29
236;354;1481562360;1481562420;3;340;12;29
354;356;1481562420;1481562600;3;340;13;29
356;358;1481562600;1481562600;3;340;14;29
358;342;1481562600;1481562660;3;340;15;29
342;1130;1481562660;1481562840;3;340;16;29
1130;406;1481562840;1481562900;3;340;17;29
406;404;1481562900;1481562900;3;340;18;29
404;418;1481562900;1481562960;3;340;19;29
418;121;1481562960;1481563080;3;340;20;29
121;140;1481563080;1481563140;3;340;21;29
140;119;1481563140;1481563200;3;340;22;29
119;117;1481563200;1481563260;3;340;23;29
117;115;1481563260;1481563260;3;340;24;29
115;344;1481563260;1481563320;3;340;25;29
344;75;1481563320;1481563380;3;340;26;29
75;49;1481563380;1481563440;3;340;27;29
49;51;1481563440;1481563500;3;340;28;29
51;25;1481563500;1481564400;3;340;29;29
25;27;1481564400;1481564400;3;340;30;29
27;161;1481564400;1481564460;3;340;31;29
161;145;1481564460;1481564520;3;340;32;29
145;450;1481564520;1481564520;3;340;33;29
450;143;1481564520;1481564580;3;340;34;29
143;37;1481564580;1481564640;3;340;35;29
37;39;1481564640;1481564700;3;340;36;29
39;41;1481564700;1481564760;3;340;37;29
41;43;1481564760;1481564820;3;340;38;29
43;45;1481564820;1481564940;3;340;39;29
129;130;1481546400;1481546460;3;341;1;44
130;131;1481546460;1481546520;3;341;2;44
131;132;1481546520;1481546520;3;341;3;44
132;133;1481546520;1481546580;3;341;4;44
133;134;1481546580;1481546580;3;341;5;44
134;135;1481546580;1481546640;3;341;6;44
135;136;1481546640;1481546700;3;341;7;44
136;137;1481546700;1481546700;3;341;8;44
137;138;1481546700;1481546760;3;341;9;44
138;128;1481546760;1481546760;3;341;10;44
128;126;1481546760;1481546820;3;341;11;44
126;124;1481546820;1481546820;3;341;12;44
124;121;1481546820;1481546940;3;341;13;44
121;139;1481546940;1481546940;3;341;14;44
139;199;1481546940;1481547060;3;341;15;44
199;196;1481547060;1481547120;3;341;16;44
196;16;1481547120;1481547180;3;341;17;44
16;194;1481547180;1481547240;3;341;18;44
194;192;1481547240;1481547240;3;341;19;44
192;25;1481547240;1481547900;3;341;20;44
25;27;1481547900;1481547900;3;341;21;44
27;29;1481547900;1481547960;3;341;22;44
29;31;1481547960;1481547960;3;341;23;44
