from_stop_I;to_stop_I;dep_time_ut;arr_time_ut;route_type;trip_I;seq;route_I
6;50;1481529300;1481529360;3;2;1;7
50;7;1481529360;1481529420;3;2;2;7
7;74;1481529420;1481529420;3;2;3;7
74;76;1481529420;1481529480;3;2;4;7
76;78;1481529480;1481529540;3;2;5;7
78;82;1481529540;1481529600;3;2;6;7
82;84;1481529600;1481529600;3;2;7;7
84;86;1481529600;1481529660;3;2;8;7
86;211;1481529660;1481529720;3;2;9;7
211;213;1481529720;1481529720;3;2;10;7
213;185;1481529720;1481529840;3;2;11;7
185;215;1481529840;1481529900;3;2;12;7
215;400;1481529900;1481529900;3;2;13;7
400;217;1481529900;1481529960;3;2;14;7
217;219;1481529960;1481530020;3;2;15;7
219;221;1481530020;1481530020;3;2;16;7
221;223;1481530020;1481530080;3;2;17;7
223;225;1481530080;1481530140;3;2;18;7
225;227;1481530140;1481530260;3;2;19;7
227;230;1481530260;1481530260;3;2;20;7
230;231;1481530260;1481530320;3;2;21;7
231;233;1481530320;1481530440;3;2;22;7
412;411;1481536200;1481536200;3;3;1;37
411;89;1481536200;1481536260;3;3;2;37
89;91;1481536260;1481536260;3;3;3;37
91;402;1481536260;1481536320;3;3;4;37
402;1320;1481536320;1481536320;3;3;5;37
1320;94;1481536320;1481536380;3;3;6;37
94;240;1481536380;1481536440;3;3;7;37
240;414;1481536440;1481536440;3;3;8;37
414;177;1481536440;1481536500;3;3;9;37
177;175;1481536500;1481536560;3;3;10;37
175;453;1481536560;1481536620;3;3;11;37
453;73;1481536620;1481536680;3;3;12;37
73;3;1481536680;1481537100;3;3;13;37
3;191;1481537100;1481537160;3;3;14;37
191;193;1481537160;1481537160;3;3;15;37
193;15;1481537160;1481537220;3;3;16;37
15;197;1481537220;1481537280;3;3;17;37
197;435;1481537280;1481537340;3;3;18;37
435;447;1481537340;1481537400;3;3;19;37
447;443;1481537400;1481537460;3;3;20;37
443;441;1481537460;1481537460;3;3;21;37
441;437;1481537460;1481537520;3;3;22;37
437;445;1481537520;1481537880;3;3;23;37
445;439;1481537880;1481537940;3;3;24;37
439;374;1481537940;1481537940;3;3;25;37
374;366;1481537940;1481538000;3;3;26;37
366;364;1481538000;1481538000;3;3;27;37
364;391;1481538000;1481538060;3;3;28;37
391;380;1481538060;1481538060;3;3;29;37
380;80;1481538060;1481538120;3;3;30;37
80;238;1481538120;1481538120;3;3;31;37
238;236;1481538120;1481538180;3;3;32;37
236;354;1481538180;1481538240;3;3;33;37
354;356;1481538240;1481538360;3;3;34;37
6;50;1481534100;1481534160;3;6;1;7
50;7;1481534160;1481534220;3;6;2;7
7;74;1481534220;1481534220;3;6;3;7
74;76;1481534220;1481534280;3;6;4;7
76;78;1481534280;1481534340;3;6;5;7
78;82;1481534340;1481534400;3;6;6;7
82;84;1481534400;1481534400;3;6;7;7
84;86;1481534400;1481534460;3;6;8;7
86;211;1481534460;1481534520;3;6;9;7
211;213;1481534520;1481534520;3;6;10;7
213;185;1481534520;1481534640;3;6;11;7
185;215;1481534640;1481534700;3;6;12;7
215;400;1481534700;1481534700;3;6;13;7
400;217;1481534700;1481534760;3;6;14;7
217;219;1481534760;1481534820;3;6;15;7
219;221;1481534820;1481534820;3;6;16;7
221;223;1481534820;1481534880;3;6;17;7
223;225;1481534880;1481534940;3;6;18;7
225;227;1481534940;1481535060;3;6;19;7
227;230;1481535060;1481535060;3;6;20;7
230;231;1481535060;1481535120;3;6;21;7
231;233;1481535120;1481535240;3;6;22;7
129;130;1481553600;1481553660;3;7;1;44
130;131;1481553660;1481553720;3;7;2;44
131;132;1481553720;1481553720;3;7;3;44
132;133;1481553720;1481553780;3;7;4;44
133;134;1481553780;1481553780;3;7;5;44
134;135;1481553780;1481553840;3;7;6;44
135;136;1481553840;1481553900;3;7;7;44
136;137;1481553900;1481553900;3;7;8;44
137;138;1481553900;1481553960;3;7;9;44
138;128;1481553960;1481553960;3;7;10;44
128;126;1481553960;1481554020;3;7;11;44
126;124;1481554020;1481554020;3;7;12;44
124;121;1481554020;1481554140;3;7;13;44
121;139;1481554140;1481554140;3;7;14;44
139;199;1481554140;1481554260;3;7;15;44
199;196;1481554260;1481554320;3;7;16;44
196;16;1481554320;1481554380;3;7;17;44
16;194;1481554380;1481554440;3;7;18;44
194;192;1481554440;1481554440;3;7;19;44
192;25;1481554440;1481555100;3;7;20;44
25;27;1481555100;1481555100;3;7;21;44
27;29;1481555100;1481555160;3;7;22;44
29;31;1481555160;1481555160;3;7;23;44
31;34;1481555160;1481555220;3;7;24;44
34;32;1481555220;1481555220;3;7;25;44
32;147;1481555220;1481555280;3;7;26;44
147;35;1481555280;1481555280;3;7;27;44
35;149;1481555280;1481555340;3;7;28;44
149;151;1481555340;1481555340;3;7;29;44
151;152;1481555340;1481555400;3;7;30;44
152;100;1481555400;1481555460;3;7;31;44
100;102;1481555460;1481555460;3;7;32;44
102;104;1481555460;1481555520;3;7;33;44
104;106;1481555520;1481555580;3;7;34;44
106;109;1481555580;1481555640;3;7;35;44
109;111;1481555640;1481555640;3;7;36;44
111;113;1481555640;1481555700;3;7;37;44
1329;1331;1481543100;1481543160;3;9;1;6
1331;361;1481543160;1481543160;3;9;2;6
361;390;1481543160;1481543220;3;9;3;6
390;388;1481543220;1481543220;3;9;4;6
388;351;1481543220;1481543280;3;9;5;6
351;349;1481543280;1481543340;3;9;6;6
349;347;1481543340;1481543340;3;9;7;6
347;340;1481543340;1481543340;3;9;8;6
340;338;1481543340;1481543340;3;9;9;6
338;336;1481543340;1481543340;3;9;10;6
336;334;1481543340;1481543400;3;9;11;6
334;332;1481543400;1481543460;3;9;12;6
332;330;1481543460;1481543460;3;9;13;6
330;328;1481543460;1481543520;3;9;14;6
328;326;1481543520;1481543520;3;9;15;6
326;324;1481543520;1481543580;3;9;16;6
324;342;1481543580;1481543640;3;9;17;6
342;322;1481543640;1481543820;3;9;18;6
322;320;1481543820;1481543880;3;9;19;6
320;318;1481543880;1481543880;3;9;20;6
318;1268;1481543880;1481543940;3;9;21;6
1268;316;1481543940;1481544000;3;9;22;6
316;282;1481544000;1481544060;3;9;23;6
282;281;1481544060;1481544060;3;9;24;6
281;279;1481544060;1481544120;3;9;25;6
279;277;1481544120;1481544180;3;9;26;6
277;275;1481544180;1481544180;3;9;27;6
275;273;1481544180;1481544180;3;9;28;6
273;203;1481544180;1481544180;3;9;29;6
203;201;1481544180;1481544240;3;9;30;6
201;140;1481544240;1481544360;3;9;31;6
140;119;1481544360;1481544420;3;9;32;6
119;117;1481544420;1481544480;3;9;33;6
117;115;1481544480;1481544480;3;9;34;6
115;344;1481544480;1481544540;3;9;35;6
344;75;1481544540;1481544540;3;9;36;6
75;49;1481544540;1481544600;3;9;37;6
49;51;1481544600;1481544660;3;9;38;6
51;26;1481544660;1481545800;3;9;39;6
26;66;1481545800;1481545860;3;9;40;6
66;54;1481545860;1481545920;3;9;41;6
54;71;1481545920;1481546040;3;9;42;6
71;69;1481546040;1481546100;3;9;43;6
69;67;1481546100;1481546100;3;9;44;6
67;63;1481546100;1481546160;3;9;45;6
63;61;1481546160;1481546160;3;9;46;6
61;244;1481546160;1481546220;3;9;47;6
244;246;1481546220;1481546220;3;9;48;6
246;248;1481546220;1481546280;3;9;49;6
248;251;1481546280;1481546280;3;9;50;6
251;252;1481546280;1481546340;3;9;51;6
252;254;1481546340;1481546400;3;9;52;6
254;256;1481546400;1481546400;3;9;53;6
256;234;1481546400;1481547180;3;9;54;6
234;232;1481547180;1481547240;3;9;55;6
232;229;1481547240;1481547240;3;9;56;6
229;228;1481547240;1481547240;3;9;57;6
129;130;1481555220;1481555280;3;10;1;41
130;131;1481555280;1481555280;3;10;2;41
131;132;1481555280;1481555340;3;10;3;41
132;133;1481555340;1481555400;3;10;4;41
133;134;1481555400;1481555460;3;10;5;41
134;135;1481555460;1481555460;3;10;6;41
135;136;1481555460;1481555520;3;10;7;41
136;137;1481555520;1481555580;3;10;8;41
137;138;1481555580;1481555640;3;10;9;41
138;142;1481555640;1481555700;3;10;10;41
142;119;1481555700;1481555760;3;10;11;41
119;117;1481555760;1481555820;3;10;12;41
117;115;1481555820;1481555880;3;10;13;41
115;344;1481555880;1481556000;3;10;14;41
344;75;1481556000;1481556060;3;10;15;41
75;49;1481556060;1481556120;3;10;16;41
49;51;1481556120;1481556120;3;10;17;41
51;25;1481556120;1481556180;3;10;18;41
129;130;1481534400;1481534460;3;11;1;44
130;131;1481534460;1481534520;3;11;2;44
131;132;1481534520;1481534520;3;11;3;44
132;133;1481534520;1481534580;3;11;4;44
133;134;1481534580;1481534580;3;11;5;44
134;135;1481534580;1481534640;3;11;6;44
135;136;1481534640;1481534700;3;11;7;44
136;137;1481534700;1481534700;3;11;8;44
137;138;1481534700;1481534760;3;11;9;44
138;128;1481534760;1481534760;3;11;10;44
128;126;1481534760;1481534820;3;11;11;44
126;124;1481534820;1481534820;3;11;12;44
124;121;1481534820;1481534940;3;11;13;44
121;139;1481534940;1481534940;3;11;14;44
139;199;1481534940;1481535060;3;11;15;44
199;196;1481535060;1481535120;3;11;16;44
196;16;1481535120;1481535180;3;11;17;44
16;194;1481535180;1481535240;3;11;18;44
194;192;1481535240;1481535240;3;11;19;44
192;25;1481535240;1481535900;3;11;20;44
25;27;1481535900;1481535900;3;11;21;44
27;29;1481535900;1481535960;3;11;22;44
29;31;1481535960;1481535960;3;11;23;44
31;34;1481535960;1481536020;3;11;24;44
34;32;1481536020;1481536020;3;11;25;44
32;147;1481536020;1481536080;3;11;26;44
147;35;1481536080;1481536080;3;11;27;44
35;149;1481536080;1481536140;3;11;28;44
149;151;1481536140;1481536140;3;11;29;44
151;152;1481536140;1481536200;3;11;30;44
152;100;1481536200;1481536260;3;11;31;44
100;102;1481536260;1481536260;3;11;32;44
102;104;1481536260;1481536320;3;11;33;44
104;106;1481536320;1481536380;3;11;34;44
106;109;1481536380;1481536440;3;11;35;44
109;111;1481536440;1481536440;3;11;36;44
111;113;1481536440;1481536500;3;11;37;44
129;130;1481576220;1481576280;3;14;1;41
130;131;1481576280;1481576280;3;14;2;41
131;132;1481576280;1481576340;3;14;3;41
132;133;1481576340;1481576340;3;14;4;41
133;134;1481576340;1481576400;3;14;5;41
134;135;1481576400;1481576400;3;14;6;41
135;136;1481576400;1481576460;3;14;7;41
136;137;1481576460;1481576520;3;14;8;41
137;138;1481576520;1481576520;3;14;9;41
138;142;1481576520;1481576580;3;14;10;41
142;119;1481576580;1481576640;3;14;11;41
119;117;1481576640;1481576700;3;14;12;41
117;115;1481576700;1481576760;3;14;13;41
115;344;1481576760;1481576820;3;14;14;41
344;75;1481576820;1481576820;3;14;15;41
75;49;1481576820;1481576880;3;14;16;41
49;51;1481576880;1481576940;3;14;17;41
51;25;1481576940;1481577300;3;14;18;41
25;66;1481577300;1481577360;3;14;19;41
66;54;1481577360;1481577420;3;14;20;41
54;415;1481577420;1481577480;3;14;21;41
415;34;1481577480;1481577540;3;14;22;41
34;32;1481577540;1481577540;3;14;23;41
32;147;1481577540;1481577540;3;14;24;41
147;35;1481577540;1481577600;3;14;25;41
35;149;1481577600;1481577600;3;14;26;41
149;151;1481577600;1481577600;3;14;27;41
151;152;1481577600;1481577660;3;14;28;41
152;100;1481577660;1481577720;3;14;29;41
100;102;1481577720;1481577720;3;14;30;41
102;104;1481577720;1481577780;3;14;31;41
104;106;1481577780;1481577840;3;14;32;41
106;154;1481577840;1481577840;3;14;33;41
154;156;1481577840;1481577900;3;14;34;41
156;158;1481577900;1481578020;3;14;35;41
240;242;1481565420;1481565480;3;15;1;38
242;160;1481565480;1481565540;3;15;2;38
160;159;1481565540;1481565600;3;15;3;38
159;402;1481565600;1481565660;3;15;4;38
402;1320;1481565660;1481565660;3;15;5;38
1320;94;1481565660;1481565720;3;15;6;38
94;97;1481565720;1481565780;3;15;7;38
97;77;1481565780;1481565840;3;15;8;38
77;344;1481565840;1481565960;3;15;9;38
344;75;1481565960;1481566020;3;15;10;38
75;49;1481566020;1481566080;3;15;11;38
49;51;1481566080;1481566140;3;15;12;38
51;3;1481566140;1481566500;3;15;13;38
3;191;1481566500;1481566560;3;15;14;38
191;193;1481566560;1481566620;3;15;15;38
193;15;1481566620;1481566680;3;15;16;38
15;197;1481566680;1481566740;3;15;17;38
197;435;1481566740;1481566800;3;15;18;38
435;447;1481566800;1481566860;3;15;19;38
447;443;1481566860;1481566920;3;15;20;38
443;441;1481566920;1481566980;3;15;21;38
441;437;1481566980;1481567040;3;15;22;38
437;445;1481567040;1481567280;3;15;23;38
445;439;1481567280;1481567340;3;15;24;38
439;433;1481567340;1481567340;3;15;25;38
433;368;1481567340;1481567400;3;15;26;38
368;362;1481567400;1481567400;3;15;27;38
362;370;1481567400;1481567460;3;15;28;38
370;372;1481567460;1481567520;3;15;29;38
372;429;1481567520;1481567520;3;15;30;38
429;428;1481567520;1481567580;3;15;31;38
428;426;1481567580;1481567640;3;15;32;38
426;424;1481567640;1481567700;3;15;33;38
424;422;1481567700;1481567700;3;15;34;38
422;396;1481567700;1481567760;3;15;35;38
396;238;1481567760;1481567820;3;15;36;38
238;236;1481567820;1481567880;3;15;37;38
236;354;1481567880;1481567940;3;15;38;38
354;356;1481567940;1481568000;3;15;39;38
5;50;1481528400;1481528460;3;17;1;5
50;7;1481528460;1481528460;3;17;2;5
7;74;1481528460;1481528520;3;17;3;5
74;345;1481528520;1481528520;3;17;4;5
345;114;1481528520;1481528580;3;17;5;5
114;116;1481528580;1481528580;3;17;6;5
116;118;1481528580;1481528640;3;17;7;5
118;139;1481528640;1481528700;3;17;8;5
139;200;1481528700;1481528820;3;17;9;5
200;202;1481528820;1481528880;3;17;10;5
202;272;1481528880;1481528940;3;17;11;5
272;274;1481528940;1481528940;3;17;12;5
274;276;1481528940;1481529000;3;17;13;5
276;434;1481529000;1481529060;3;17;14;5
434;310;1481529060;1481529120;3;17;15;5
310;312;1481529120;1481529120;3;17;16;5
312;284;1481529120;1481529180;3;17;17;5
284;308;1481529180;1481529240;3;17;18;5
308;306;1481529240;1481529300;3;17;19;5
306;304;1481529300;1481529300;3;17;20;5
304;302;1481529300;1481529360;3;17;21;5
302;300;1481529360;1481529420;3;17;22;5
300;298;1481529420;1481529480;3;17;23;5
298;296;1481529480;1481529480;3;17;24;5
296;286;1481529480;1481529540;3;17;25;5
286;290;1481529540;1481529540;3;17;26;5
290;292;1481529540;1481529540;3;17;27;5
292;294;1481529540;1481529540;3;17;28;5
294;359;1481529540;1481529600;3;17;29;5
359;378;1481529600;1481529600;3;17;30;5
378;354;1481529600;1481529660;3;17;31;5
354;356;1481529660;1481529780;3;17;32;5
343;353;1481550900;1481550900;3;18;1;5
353;379;1481550900;1481550960;3;18;2;5
379;360;1481550960;1481551020;3;18;3;5
360;295;1481551020;1481551020;3;18;4;5
295;293;1481551020;1481551080;3;18;5;5
293;291;1481551080;1481551080;3;18;6;5
291;287;1481551080;1481551080;3;18;7;5
287;297;1481551080;1481551080;3;18;8;5
297;299;1481551080;1481551140;3;18;9;5
299;301;1481551140;1481551140;3;18;10;5
301;303;1481551140;1481551200;3;18;11;5
303;305;1481551200;1481551200;3;18;12;5
305;307;1481551200;1481551260;3;18;13;5
307;309;1481551260;1481551260;3;18;14;5
309;285;1481551260;1481551320;3;18;15;5
285;313;1481551320;1481551380;3;18;16;5
313;311;1481551380;1481551440;3;18;17;5
311;279;1481551440;1481551500;3;18;18;5
279;277;1481551500;1481551560;3;18;19;5
277;275;1481551560;1481551620;3;18;20;5
275;273;1481551620;1481551620;3;18;21;5
273;203;1481551620;1481551620;3;18;22;5
203;201;1481551620;1481551620;3;18;23;5
201;140;1481551620;1481551740;3;18;24;5
140;119;1481551740;1481551800;3;18;25;5
119;117;1481551800;1481551800;3;18;26;5
117;115;1481551800;1481551860;3;18;27;5
115;344;1481551860;1481551920;3;18;28;5
344;75;1481551920;1481551920;3;18;29;5
75;49;1481551920;1481551980;3;18;30;5
49;51;1481551980;1481552040;3;18;31;5
51;1;1481552040;1481552160;3;18;32;5
129;130;1481538420;1481538480;3;20;1;41
130;131;1481538480;1481538480;3;20;2;41
131;132;1481538480;1481538540;3;20;3;41
132;133;1481538540;1481538600;3;20;4;41
133;134;1481538600;1481538660;3;20;5;41
134;135;1481538660;1481538660;3;20;6;41
135;136;1481538660;1481538720;3;20;7;41
136;137;1481538720;1481538780;3;20;8;41
137;138;1481538780;1481538840;3;20;9;41
138;142;1481538840;1481538900;3;20;10;41
142;119;1481538900;1481539020;3;20;11;41
119;117;1481539020;1481539080;3;20;12;41
117;115;1481539080;1481539140;3;20;13;41
115;344;1481539140;1481539260;3;20;14;41
344;75;1481539260;1481539320;3;20;15;41
75;49;1481539320;1481539380;3;20;16;41
49;51;1481539380;1481539440;3;20;17;41
51;25;1481539440;1481540100;3;20;18;41
25;66;1481540100;1481540160;3;20;19;41
66;54;1481540160;1481540220;3;20;20;41
54;415;1481540220;1481540280;3;20;21;41
415;34;1481540280;1481540340;3;20;22;41
34;32;1481540340;1481540340;3;20;23;41
32;147;1481540340;1481540400;3;20;24;41
147;35;1481540400;1481540460;3;20;25;41
35;149;1481540460;1481540520;3;20;26;41
149;151;1481540520;1481540520;3;20;27;41
151;152;1481540520;1481540580;3;20;28;41
152;100;1481540580;1481540640;3;20;29;41
100;102;1481540640;1481540640;3;20;30;41
102;104;1481540640;1481540700;3;20;31;41
104;106;1481540700;1481540760;3;20;32;41
106;154;1481540760;1481540820;3;20;33;41
154;156;1481540820;1481540880;3;20;34;41
156;158;1481540880;1481541000;3;20;35;41
1330;1331;1481547900;1481547960;3;21;1;1
1331;361;1481547960;1481548020;3;21;2;1
361;390;1481548020;1481548080;3;21;3;1
390;388;1481548080;1481548140;3;21;4;1
388;386;1481548140;1481548140;3;21;5;1
386;396;1481548140;1481548200;3;21;6;1
396;238;1481548200;1481548320;3;21;7;1
238;236;1481548320;1481548440;3;21;8;1
236;1130;1481548440;1481548680;3;21;9;1
1130;174;1481548680;1481549340;3;21;10;1
477;478;1481542440;1481542500;3;22;1;35
478;479;1481542500;1481542560;3;22;2;35
479;481;1481542560;1481542560;3;22;3;35
481;469;1481542560;1481542620;3;22;4;35
469;467;1481542620;1481542860;3;22;5;35
467;1143;1481542860;1481542920;3;22;6;35
1143;456;1481542920;1481543040;3;22;7;35
456;1132;1481543040;1481543220;3;22;8;35
1132;99;1481543220;1481543400;3;22;9;35
99;53;1481543400;1481543520;3;22;10;35
53;73;1481543520;1481543580;3;22;11;35
73;2;1481543580;1481543700;3;22;12;35
2;191;1481543700;1481543760;3;22;13;35
191;193;1481543760;1481543820;3;22;14;35
193;449;1481543820;1481543880;3;22;15;35
449;397;1481543880;1481543940;3;22;16;35
397;394;1481543940;1481544000;3;22;17;35
1243;1143;1481542020;1481542020;3;23;1;9
1143;456;1481542020;1481542140;3;23;2;9
456;1132;1481542140;1481542320;3;23;3;9
1132;99;1481542320;1481542500;3;23;4;9
99;53;1481542500;1481542560;3;23;5;9
53;73;1481542560;1481542620;3;23;6;9
73;5;1481542620;1481542920;3;23;7;9
5;50;1481542920;1481542980;3;23;8;9
50;7;1481542980;1481543040;3;23;9;9
7;74;1481543040;1481543100;3;23;10;9
74;345;1481543100;1481543160;3;23;11;9
345;114;1481543160;1481543220;3;23;12;9
114;108;1481543220;1481543520;3;23;13;9
1243;1143;1481563620;1481563620;3;24;1;9
1143;456;1481563620;1481563740;3;24;2;9
456;1132;1481563740;1481563920;3;24;3;9
1132;99;1481563920;1481564100;3;24;4;9
99;53;1481564100;1481564160;3;24;5;9
53;73;1481564160;1481564220;3;24;6;9
73;5;1481564220;1481564520;3;24;7;9
5;50;1481564520;1481564580;3;24;8;9
50;7;1481564580;1481564640;3;24;9;9
7;74;1481564640;1481564700;3;24;10;9
74;345;1481564700;1481564760;3;24;11;9
345;114;1481564760;1481564820;3;24;12;9
114;108;1481564820;1481565120;3;24;13;9
1243;1143;1481524020;1481524020;3;25;1;9
1143;456;1481524020;1481524140;3;25;2;9
456;1132;1481524140;1481524320;3;25;3;9
1132;99;1481524320;1481524500;3;25;4;9
99;53;1481524500;1481524560;3;25;5;9
53;73;1481524560;1481524620;3;25;6;9
73;5;1481524620;1481524920;3;25;7;9
5;50;1481524920;1481524980;3;25;8;9
50;7;1481524980;1481525040;3;25;9;9
7;74;1481525040;1481525100;3;25;10;9
74;345;1481525100;1481525160;3;25;11;9
345;114;1481525160;1481525220;3;25;12;9
114;108;1481525220;1481525520;3;25;13;9
1223;1055;1481550120;1481550180;3;26;1;42
1055;1053;1481550180;1481550240;3;26;2;42
1053;1051;1481550240;1481550300;3;26;3;42
1051;816;1481550300;1481550300;3;26;4;42
816;814;1481550300;1481550360;3;26;5;42
814;1271;1481550360;1481550360;3;26;6;42
1271;1129;1481550360;1481550480;3;26;7;42
1129;1130;1481550480;1481550660;3;26;8;42
1130;409;1481550660;1481551200;3;26;9;42
173;171;1481520000;1481520120;3;27;1;34
171;170;1481520120;1481520240;3;27;2;34
170;168;1481520240;1481520240;3;27;3;34
168;166;1481520240;1481520300;3;27;4;34
166;408;1481520300;1481520360;3;27;5;34
408;164;1481520360;1481520420;3;27;6;34
164;28;1481520420;1481520480;3;27;7;34
28;2;1481520480;1481520600;3;27;8;34
2;50;1481520600;1481520660;3;27;9;34
50;7;1481520660;1481520720;3;27;10;34
7;8;1481520720;1481520720;3;27;11;34
8;9;1481520720;1481520780;3;27;12;34
9;10;1481520780;1481520840;3;27;13;34
10;11;1481520840;1481520840;3;27;14;34
11;12;1481520840;1481520900;3;27;15;34
12;13;1481520900;1481520900;3;27;16;34
13;14;1481520900;1481520960;3;27;17;34
14;17;1481520960;1481521020;3;27;18;34
17;20;1481521020;1481521080;3;27;19;34
3;191;1481529000;1481529000;3;29;1;28
191;193;1481529000;1481529060;3;29;2;28
193;15;1481529060;1481529120;3;29;3;28
15;195;1481529120;1481529180;3;29;4;28
195;198;1481529180;1481529240;3;29;5;28
198;1187;1481529240;1481529480;3;29;6;28
1187;341;1481529480;1481529660;3;29;7;28
341;323;1481529660;1481529720;3;29;8;28
323;325;1481529720;1481529720;3;29;9;28
325;327;1481529720;1481529780;3;29;10;28
327;329;1481529780;1481529780;3;29;11;28
329;331;1481529780;1481529840;3;29;12;28
331;333;1481529840;1481529840;3;29;13;28
333;335;1481529840;1481529900;3;29;14;28
335;337;1481529900;1481529900;3;29;15;28
337;339;1481529900;1481529960;3;29;16;28
339;346;1481529960;1481529960;3;29;17;28
346;348;1481529960;1481530020;3;29;18;28
348;350;1481530020;1481530020;3;29;19;28
350;385;1481530020;1481530080;3;29;20;28
385;387;1481530080;1481530080;3;29;21;28
387;389;1481530080;1481530140;3;29;22;28
389;361;1481530140;1481530260;3;29;23;28
343;353;1481549400;1481549400;3;31;1;37
353;235;1481549400;1481549460;3;31;2;37
235;239;1481549460;1481549460;3;31;3;37
239;81;1481549460;1481549520;3;31;4;37
81;381;1481549520;1481549520;3;31;5;37
381;392;1481549520;1481549580;3;31;6;37
392;365;1481549580;1481549640;3;31;7;37
365;367;1481549640;1481549700;3;31;8;37
367;375;1481549700;1481549700;3;31;9;37
375;440;1481549700;1481549700;3;31;10;37
440;446;1481549700;1481550000;3;31;11;37
446;438;1481550000;1481550000;3;31;12;37
438;442;1481550000;1481550060;3;31;13;37
442;444;1481550060;1481550120;3;31;14;37
444;448;1481550120;1481550180;3;31;15;37
448;436;1481550180;1481550240;3;31;16;37
436;196;1481550240;1481550300;3;31;17;37
196;16;1481550300;1481550360;3;31;18;37
16;194;1481550360;1481550420;3;31;19;37
194;192;1481550420;1481550480;3;31;20;37
192;4;1481550480;1481551200;3;31;21;37
4;66;1481551200;1481551260;3;31;22;37
66;452;1481551260;1481551320;3;31;23;37
452;174;1481551320;1481551380;3;31;24;37
174;176;1481551380;1481551380;3;31;25;37
176;413;1481551380;1481551440;3;31;26;37
413;241;1481551440;1481551440;3;31;27;37
241;95;1481551440;1481551500;3;31;28;37
95;93;1481551500;1481551560;3;31;29;37
93;92;1481551560;1481551560;3;31;30;37
92;90;1481551560;1481551620;3;31;31;37
90;88;1481551620;1481551620;3;31;32;37
88;410;1481551620;1481551680;3;31;33;37
410;412;1481551680;1481551800;3;31;34;37
108;117;1481551500;1481551560;3;34;1;3
117;115;1481551560;1481551560;3;34;2;3
115;344;1481551560;1481551620;3;34;3;3
344;75;1481551620;1481551680;3;34;4;3
75;49;1481551680;1481551740;3;34;5;3
49;51;1481551740;1481551800;3;34;6;3
51;399;1481551800;1481552400;3;34;7;3
399;65;1481552400;1481552460;3;34;8;3
65;52;1481552460;1481552520;3;34;9;3
52;98;1481552520;1481552580;3;34;10;3
98;1131;1481552580;1481552760;3;34;11;3
1131;455;1481552760;1481552880;3;34;12;3
455;466;1481552880;1481552940;3;34;13;3
466;468;1481552940;1481553000;3;34;14;3
113;112;1481529900;1481529900;3;36;1;44
112;110;1481529900;1481529960;3;36;2;44
110;107;1481529960;1481529960;3;36;3;44
107;105;1481529960;1481530020;3;36;4;44
105;103;1481530020;1481530020;3;36;5;44
103;101;1481530020;1481530020;3;36;6;44
101;153;1481530020;1481530080;3;36;7;44
153;151;1481530080;1481530140;3;36;8;44
151;150;1481530140;1481530140;3;36;9;44
150;36;1481530140;1481530200;3;36;10;44
36;148;1481530200;1481530200;3;36;11;44
148;33;1481530200;1481530260;3;36;12;44
33;48;1481530260;1481530260;3;36;13;44
48;30;1481530260;1481530320;3;36;14;44
30;28;1481530320;1481530320;3;36;15;44
28;3;1481530320;1481531100;3;36;16;44
3;191;1481531100;1481531100;3;36;17;44
191;193;1481531100;1481531160;3;36;18;44
193;15;1481531160;1481531220;3;36;19;44
15;195;1481531220;1481531280;3;36;20;44
195;198;1481531280;1481531280;3;36;21;44
198;120;1481531280;1481531460;3;36;22;44
120;122;1481531460;1481531460;3;36;23;44
122;123;1481531460;1481531520;3;36;24;44
123;125;1481531520;1481531580;3;36;25;44
125;127;1481531580;1481531580;3;36;26;44
127;129;1481531580;1481532000;3;36;27;44
129;130;1481532000;1481532060;3;36;28;44
130;131;1481532060;1481532120;3;36;29;44
131;132;1481532120;1481532120;3;36;30;44
132;133;1481532120;1481532180;3;36;31;44
133;134;1481532180;1481532180;3;36;32;44
134;135;1481532180;1481532240;3;36;33;44
135;136;1481532240;1481532300;3;36;34;44
136;137;1481532300;1481532300;3;36;35;44
137;138;1481532300;1481532360;3;36;36;44
5;50;1481544000;1481544060;3;39;1;5
50;7;1481544060;1481544060;3;39;2;5
7;74;1481544060;1481544120;3;39;3;5
74;345;1481544120;1481544120;3;39;4;5
345;114;1481544120;1481544180;3;39;5;5
114;116;1481544180;1481544180;3;39;6;5
116;118;1481544180;1481544240;3;39;7;5
118;139;1481544240;1481544300;3;39;8;5
139;200;1481544300;1481544420;3;39;9;5
200;202;1481544420;1481544480;3;39;10;5
202;272;1481544480;1481544540;3;39;11;5
272;274;1481544540;1481544540;3;39;12;5
274;276;1481544540;1481544600;3;39;13;5
276;434;1481544600;1481544660;3;39;14;5
434;310;1481544660;1481544720;3;39;15;5
310;312;1481544720;1481544720;3;39;16;5
312;284;1481544720;1481544780;3;39;17;5
284;308;1481544780;1481544840;3;39;18;5
308;306;1481544840;1481544900;3;39;19;5
306;304;1481544900;1481544900;3;39;20;5
304;302;1481544900;1481544960;3;39;21;5
302;300;1481544960;1481545020;3;39;22;5
300;298;1481545020;1481545080;3;39;23;5
298;296;1481545080;1481545080;3;39;24;5
296;286;1481545080;1481545140;3;39;25;5
286;290;1481545140;1481545140;3;39;26;5
290;292;1481545140;1481545140;3;39;27;5
292;294;1481545140;1481545140;3;39;28;5
294;359;1481545140;1481545200;3;39;29;5
359;378;1481545200;1481545200;3;39;30;5
378;354;1481545200;1481545260;3;39;31;5
