buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
37.9945974766;23.721335628400002;30.0;2016-12-05;337;724851;8090;6768;2729954;245161.18299999976
