buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
49.611145678199996;6.132857678200001;20.0;2016-11-28;1033;186752;3234;1367;3343826;125084.15999999976
