from_stop_I;to_stop_I;d;duration_avg;n_vehicles;route_I_counts;route_type
170;15;459;45.0;28;68:28;3
173;1787;192;54.29577464788732;71;8:18,16:16,125:20,54:17;3
175;766;238;39.056603773584904;106;112:51,2:3,36:1,109:51;3
177;1402;167;25.0;45;25:45;3
178;66;629;130.0;2;61:2;3
179;1375;206;39.130434782608695;46;37:46;3
180;398;478;48.285714285714285;7;83:7;3
180;1703;542;95.0;7;83:7;3
183;1098;380;30.0;36;74:16,14:20;3
184;561;279;47.922374429223744;219;112:55,50:18,43:2,131:28,133:5,134:4,91:52,44:2,109:53;3
187;1865;311;39.54545454545455;44;16:17,64:3,119:24;3
188;1987;379;58.05555555555556;36;131:28,134:8;3
190;2965;303;45.660377358490564;53;91:53;3
191;529;219;19.054054054054053;37;128:20,7:17;3
193;546;159;43.166666666666664;12;83:12;3
194;2798;178;14.545454545454545;44;49:18,97:23,81:3;3
196;690;211;27.75;100;102:100;3
197;2756;702;77.17391304347827;69;98:2,3:18,110:20,106:1,59:4,78:24;3
199;2435;552;45.0;20;14:20;3
200;708;118;19.479166666666668;48;64:3,25:45;3
201;2222;630;38.8235294117647;17;80:1,4:16;3
202;2627;242;20.0;16;16:16;3
203;682;352;30.0;92;9:34,90:8,63:50;3
204;2216;982;106.5;30;17:14,74:16;3
205;2164;364;47.8110599078341;217;112:51,133:3,2:3,91:53,36:1,131:28,134:4,43:3,44:1,50:19,109:51;3
208;1472;453;40.0;26;81:3,97:23;3
211;1058;267;44.48979591836735;49;120:6,19:1,37:42;3
213;2042;673;120.0;6;129:6;3
214;1464;865;55.0;13;81:3,97:10;3
215;2937;262;75.41666666666667;72;112:1,17:14,2:3,91:53,36:1;3
215;1039;59;20.0;6;44:1,133:5;3
216;166;191;29.67948717948718;78;112:1,17:14,2:3,36:1,133:5,91:53,44:1;3
217;2528;241;44.1;50;55:50;3
218;633;269;83.60215053763442;186;35:64,140:122;3
218;854;198;46.03092783505155;97;49:19,91:52,97:26;3
218;813;230;89.0625;80;132:28,85:28,119:24;3
218;2374;224;75.0;18;50:18;3
218;2405;140;55.0;2;115:2;3
219;1868;304;20.0;16;4:16;3
221;1178;391;33.208955223880594;67;90:4,35:63;3
221;2475;378;88.046875;128;90:4,140:124;3
222;765;243;34.758620689655174;145;131:28,133:5,134:8,55:53,44:2,61:49;3
223;3005;625;55.0;17;54:17;3
223;247;552;48.4375;16;16:16;3
225;1385;262;27.471264367816094;87;122:5,92:9,102:73;3
226;2645;160;33.91156462585034;147;90:8,131:14,140:121,133:1,94:3;3
228;1801;246;39.96296296296296;135;89:49,68:27,29:48,23:11;3
229;1551;256;41.470588235294116;34;9:34;3
231;863;150;21.180555555555557;72;16:15,64:3,115:3,54:14,8:18,125:19;3
232;2455;279;45.32608695652174;46;128:23,39:1,7:13,58:1,11:7,111:1;3
234;2264;245;39.0;30;17:14,74:16;3
237;1209;190;48.76470588235294;85;90:8,35:63,131:14;3
239;2870;279;35.0;16;10:2,109:14;3
240;588;234;25.0;33;16:16,54:17;3
241;69;104;29.305555555555557;36;49:16,97:20;3
242;2090;217;20.0;38;3:18,110:20;3
243;2532;157;60.166666666666664;6;80:1,83:5;3
245;2832;237;60.0;24;119:24;3
245;1452;180;291.25;20;16:17,64:3;3
246;2102;332;34.72222222222222;18;125:18;3
247;202;167;19.0625;16;16:16;3
248;2115;300;69.05405405405405;111;128:23,117:26,102:1,7:13,38:37,27:11;3
249;2906;361;58.28703703703704;108;112:55,109:53;3
249;19;546;77.09677419354838;31;43:3,131:28;3
250;356;632;75.0;1;110:1;3
250;285;649;45.0;37;3:18,110:19;3
253;3047;662;52.7906976744186;43;10:4,27:11,131:28;3
255;1220;328;30.0;53;10:2,109:51;3
256;461;226;25.0;50;63:50;3
257;203;171;57.6;50;63:50;3
257;1582;215;93.125;8;90:8;3
258;935;196;29.02777777777778;144;131:28,133:5,134:8,55:51,44:1,61:51;3
259;2569;266;30.0;17;54:17;3
261;1068;150;24.533333333333335;150;90:8,131:14,140:124,133:1,94:3;3
262;442;766;60.0;4;32:4;3
262;2455;144;60.0;1;32:1;3
269;2512;146;11.595744680851064;94;112:51,17:14,2:3,36:1,133:5,10:1,44:1,74:16,30:2;3
270;2832;104;52.93103448275862;29;16:15,54:14;3
270;1452;20;67.5;4;64:3,125:1;3
270;3029;76;53.46153846153846;39;8:18,115:3,125:18;3
272;677;250;25.0;27;104:12,69:12,103:3;3
273;2892;22;255.05376344086022;93;90:8,131:14,63:71;3
276;853;509;53.1578947368421;19;49:19;3
277;49;267;45.0;89;25:45,86:44;3
278;2633;338;31.176470588235293;85;112:53,2:1,131:17,133:5,10:4,44:2,30:3;3
279;1817;429;60.0;4;134:4;3
279;1395;533;180.0;4;134:4;3
280;1434;320;53.378787878787875;66;17:14,83:7,29:45;3
281;467;246;401.7647058823529;34;9:34;3
285;620;358;34.48717948717949;39;98:2,3:18,110:19;3
286;2710;350;23.75;16;4:16;3
287;2835;435;55.0;1;110:1;3
287;2796;421;25.0;36;49:15,97:21;3
288;115;323;129.0;1;80:1;3
289;2847;520;75.0;18;50:18;3
290;1833;316;43.38461538461539;65;17:14,29:51;3
292;1424;302;91.14285714285714;7;83:7;3
294;2202;250;28.194444444444443;36;49:15,97:21;3
298;82;573;49.784946236559136;93;131:28,44:1,133:5,134:8,55:51;3
298;2990;516;84.28571428571429;14;17:14;3
299;2802;296;69.16666666666667;36;49:16,97:20;3
302;159;430;37.26315789473684;38;1:1,101:1,24:7,88:1,107:15,108:1,13:8,46:4;3
303;445;390;56.774193548387096;31;80:1,83:14,4:16;3
305;2986;316;20.0;20;14:20;3
307;665;232;107.8;100;102:100;3
307;2405;172;16.25;8;90:8;3
310;2968;313;70.48076923076923;104;91:53,55:51;3
310;520;352;63.860759493670884;79;90:8,63:71;3
310;2046;447;53.51851851851852;135;1:3,37:42,107:15,108:1,13:7,46:5,88:1,19:1,24:7,120:6,29:45,101:2;3
312;77;349;68.07142857142857;140;35:1,10:4,27:11,140:124;3
313;1593;446;554.1666666666666;12;104:12;3
314;1448;92;25.99009900990099;101;112:50,109:51;3
315;2169;197;23.03921568627451;102;102:102;3
317;2287;331;33.75;28;137:15,41:3,51:8,73:2;3
318;2806;141;20.0;45;25:45;3
321;421;215;28.06122448979592;98;128:20,117:28,38:33,7:17;3
325;249;358;72.6978417266187;139;112:55,43:3,131:28,109:53;3
325;1395;484;450.0;4;134:4;3
325;1316;383;99.71428571428571;70;50:18,91:52;3
325;279;357;212.5;4;134:4;3
328;1272;314;41.474654377880185;217;112:51,133:3,2:3,91:53,36:1,131:28,134:4,43:3,44:1,50:19,109:51;3
329;2184;268;55.0;6;11:6;3
330;2364;364;38.75;16;16:16;3
332;1710;364;298.125;8;124:4,58:1,116:3;3
333;1833;134;45.714285714285715;7;83:7;3
333;1524;167;38.125;8;80:1,83:7;3
334;2020;319;30.5;170;16:18,49:19,115:2,54:21,97:26,8:19,25:45,125:17,64:3;3
334;118;312;44.32692307692308;52;85:28,119:24;3
336;1736;220;60.0;59;17:14,29:45;3
336;2449;505;76.29032258064517;31;80:1,83:14,4:16;3
336;211;237;73.80952380952381;42;37:42;3
338;2853;132;19.23076923076923;39;49:15,98:4,97:20;3
340;66;537;60.0;49;61:49;3
341;2681;542;40.0;7;83:7;3
343;808;169;32.38095238095238;63;10:1,131:11,109:51;3
344;1585;175;23.83495145631068;103;112:53,109:50;3
345;1323;249;35.55555555555556;135;1:3,37:42,107:15,108:1,13:7,46:5,88:1,19:1,24:7,120:6,29:45,101:2;3
349;400;149;25.808823529411764;68;90:4,35:64;3
350;1126;252;46.92513368983957;187;35:63,140:124;3
351;2769;578;23.72093023255814;43;49:19,97:24;3
352;1337;266;74.83176312247645;743;128:20,1:1,6:1,7:17,8:18,119:23,13:8,16:16,17:14,85:29,86:44,24:7,89:48,29:51,101:1,96:2,37:46,38:33,129:6,108:1,109:53,46:4,125:20,112:55,136:1,116:3,117:29,54:17,55:53,88:1,61:49,63:72;3
356;576;689;85.0;1;110:1;3
356;2796;630;40.0;4;98:4;3
358;525;589;72.0;5;32:4,80:1;3
359;1653;203;24.605263157894736;38;67:5,68:28,93:5;3
360;4;423;39.54545454545455;44;16:17,64:3,119:24;3
361;1848;260;25.0;31;43:3,131:28;3
361;2550;301;42.4537037037037;108;128:23,134:8,117:28,38:36,7:13;3
362;3060;270;20.0;21;14:21;3
364;581;543;63.17829457364341;129;98:4,51:8,5:9,102:73,121:8,137:10,41:3,122:5,92:9;3
365;592;503;51.04477611940298;67;17:14,83:2,29:51;3
365;117;617;73.5;6;80:1,83:5;3
366;448;263;52.333333333333336;90;131:14,140:1,94:3,63:72;3
366;1478;467;60.0;8;90:8;3
368;2086;163;35.10752688172043;93;90:8,131:14,63:71;3
369;2020;274;107.5;8;90:8;3
369;2469;334;39.31372549019608;51;85:28,119:23;3
374;671;671;84.35714285714286;70;17:14,74:16,28:40;3
375;457;150;32.35294117647059;51;63:51;3
375;2286;275;30.0;34;9:34;3
375;1582;152;141.875;8;90:8;3
376;200;202;35.0;48;64:3,25:45;3
377;1236;227;34.75728155339806;103;128:23,43:3,117:28,38:36,7:13;3
378;1917;309;100.63492063492063;126;90:4,140:122;3
378;2261;258;60.0;7;129:7;3
380;3016;216;55.41284403669725;109;90:8,61:51,63:50;3
385;2553;241;52.388888888888886;180;91:52,112:55,50:18,43:2,109:53;3
385;85;236;29.487179487179485;39;131:28,44:2,133:5,134:4;3
385;2999;237;60.0;6;11:6;3
389;2133;946;84.54545454545455;11;32:1,124:5,58:1,116:3,39:1;3
394;1449;264;33.73170731707317;41;1:3,101:2,24:7,88:1,107:15,108:1,13:7,46:5;3
396;755;567;62.4;25;106:1,78:24;3
397;670;294;36.80555555555556;144;131:28,133:5,134:8,55:51,44:1,61:51;3
398;1538;438;65.42857142857143;7;83:7;3
400;1917;433;53.529411764705884;68;90:4,35:64;3
401;1670;184;21.227272727272727;110;112:52,17:14,2:1,131:17,133:5,74:16,10:2,30:3;3
403;538;200;29.615384615384617;52;136:1,89:47,116:3,6:1;3
404;2650;337;25.0;71;16:1,49:18,119:23,64:3,97:26;3
405;599;739;102.85714285714286;7;83:7;3
408;638;558;88.28358208955224;67;131:14,55:53;3
408;543;474;60.0;14;131:14;3
410;2786;509;72.45098039215686;51;63:51;3
411;2366;216;26.83206106870229;131;98:6,51:8,5:9,102:73,121:8,137:10,41:3,122:5,92:9;3
412;468;312;25.0;16;14:16;3
412;1028;657;60.0;4;14:4;3
414;2478;342;43.96551724137931;29;104:12,69:13,103:4;3
414;2855;426;86.375;40;28:40;3
415;1468;301;30.240384615384617;104;128:23,134:4,117:28,38:36,7:13;3
416;458;427;85.0;3;64:3;3
417;3063;181;157.78571428571428;70;8:18,16:17,125:17,54:18;3
418;179;253;39.130434782608695;46;37:46;3
419;1613;316;45.0;63;35:63;3
420;2159;412;38.134328358208954;134;49:18,97:26,85:28,54:21,119:23,125:18;3
421;960;196;32.5;48;128:20,117:28;3
421;1928;335;36.7;50;38:33,7:17;3
422;696;343;30.0;76;90:8,131:14,133:1,94:3,55:50;3
422;1478;654;45.0;5;44:1,133:4;3
425;70;390;49.666666666666664;45;35:33,27:12;3
429;1547;503;52.61904761904762;21;54:21;3
433;2188;438;74.14285714285714;70;17:14,74:16,28:40;3
434;1312;243;30.0;124;140:124;3
434;1688;334;45.0;8;90:8;3
435;827;119;15.0;6;129:6;3
440;761;374;137.45098039215685;51;29:51;3
440;2530;240;68.57142857142857;7;83:7;3
441;1665;95;35.476190476190474;63;112:1,131:11,109:51;3
442;358;575;72.0;5;32:4,80:1;3
445;336;13;648.75;16;4:16;3
445;2643;4609;6600.0;1;83:1;3
445;405;4113;6300.0;1;83:1;3
445;1833;534;68.63829787234043;47;80:1,37:46;3
445;1411;274;43.333333333333336;72;17:14,83:7,29:51;3
445;333;399;57.142857142857146;7;83:7;3
446;1824;339;51.38461538461539;65;131:14,55:51;3
448;138;223;50.57471264367816;87;131:14,140:1,63:72;3
448;1676;208;20.0;3;94:3;3
449;2816;416;73.6734693877551;49;32:3,128:20,39:1,7:17,58:1,11:6,111:1;3
451;96;236;0.0;28;68:28;3
451;1065;181;44.1335453100159;629;128:23,97:20,35:62,38:37,102:74,7:13,9:34,140:124,61:51,49:16,115:2,117:26,89:51,29:46,63:50;3
451;162;161;87.93103448275862;29;106:1,59:4,78:24;3
451;1467;285;69.1743119266055;109;51:8,3:18,121:9,5:11,89:1,23:10,137:15,41:3,122:5,92:9,110:20;3
451;2414;264;76.95652173913044;69;104:12,28:40,69:13,103:4;3
452;1972;1223;120.0;4;134:4;3
452;325;880;150.0;4;134:4;3
453;2537;211;25.0;36;49:16,97:20;3
454;98;299;31.105263157894736;95;8:20,49:19,115:2,85:28,97:26;3
455;1573;330;43.19209039548023;177;16:18,64:3,115:2,97:26,85:28,54:21,49:19,8:19,119:24,125:17;3
457;979;249;59.91525423728814;59;90:8,63:51;3
458;168;335;46.17977528089887;89;64:3,17:14,50:19,61:51,96:2;3
460;261;204;34.766666666666666;150;90:8,131:14,140:124,133:1,94:3;3
461;2134;504;63.4;50;63:50;3
462;121;269;15.0;12;27:12;3
464;2924;371;69.02985074626865;67;131:14,55:53;3
465;2095;380;58.983050847457626;59;17:14,29:45;3
467;1520;261;30.0;34;9:34;3
468;2971;336;25.0;20;14:20;3
469;1135;424;40.0;33;123:1,3:14,110:18;3
470;2026;472;95.0;14;17:14;3
471;2228;327;64.66666666666667;90;25:45,97:26,49:19;3
474;760;208;76.04651162790698;43;128:20,11:6,7:17;3
474;1518;1350;185.0;1;58:1;3
476;613;340;61.46551724137931;174;91:52,140:122;3
478;1282;73;80.0;1;124:1;3
478;1854;128;35.0;4;124:4;3
482;825;308;50.0;35;43:3,131:28,134:4;3
483;2276;265;26.120689655172413;116;5:4,102:71,121:4,56:6,41:4,122:8,92:9,137:10;3
483;2677;262;35.0;2;98:2;3
485;2553;157;63.75;4;134:4;3
485;1759;249;30.0;36;131:28,44:1,133:3,134:4;3
485;2999;355;30.0;2;133:2;3
486;2463;280;24.857142857142858;35;17:14,74:16,93:5;3
487;2748;398;186.11111111111111;18;125:18;3
489;2630;364;50.0;11;23:11;3
490;2760;205;28.639705882352942;136;89:52,68:28,29:46,23:10;3
494;2373;167;15.833333333333334;36;49:16,97:20;3
495;1227;537;43.888888888888886;18;125:18;3
497;940;404;53.93292682926829;164;128:20,69:12,38:33,103:3,104:12,7:17,28:39,117:28;3
497;991;478;51.7027027027027;185;89:49,61:50,68:27,29:48,23:11;3
499;2538;204;15.0;8;90:8;3
500;1601;333;34.48717948717949;39;125:18,54:21;3
501;1515;253;44.57627118644068;59;17:14,29:45;3
502;75;197;28.627450980392158;102;102:102;3
503;1760;186;24.444444444444443;18;125:18;3
506;2241;416;57.674418604651166;43;49:19,97:24;3
507;1424;546;48.55769230769231;52;120:3,113:2,19:1,37:46;3
508;1864;268;49.27536231884058;69;104:12,28:40,69:13,103:4;3
510;1439;282;30.0;21;54:21;3
515;2665;213;14.166666666666666;36;98:6,59:5,106:1,78:24;3
516;1816;299;51.142857142857146;105;112:53,2:1,109:51;3
516;1239;275;59.80392156862745;51;63:51;3
517;1731;375;55.0;21;54:21;3
518;470;236;35.0;14;17:14;3
519;1598;259;39.333333333333336;30;106:1,59:5,78:24;3
520;1809;268;41.666666666666664;93;90:8,131:14,63:71;3
525;1340;353;96.0;5;32:4,80:1;3
527;2462;480;66.42857142857143;7;83:7;3
529;841;410;40.945945945945944;37;128:20,7:17;3
531;975;387;35.0;133;132:28,116:3,85:29,6:1,119:23,136:1,89:48;3
532;1358;153;23.25581395348837;172;16:16,64:3,115:3,97:26,86:44,54:17,49:18,8:18,90:8,125:19;3
532;318;108;30.0;45;25:45;3
533;1660;299;29.563106796116504;103;123:1,49:15,98:4,3:14,110:18,97:21,106:1,59:5,78:24;3
537;916;356;55.82089552238806;67;131:14,55:53;3
537;2470;258;39.23076923076923;52;91:52;3
538;129;1141;117.88461538461539;52;136:1,89:47,116:3,6:1;3
541;1998;249;14.482758620689655;29;104:12,69:13,103:4;3
543;2053;374;40.285714285714285;35;17:14,131:14,44:2,133:5;3
545;1265;527;52.11538461538461;52;136:1,89:47,116:3,6:1;3
547;1242;435;125.0;3;21:2,77:1;3
548;2458;288;23.80952380952381;21;14:21;3
549;58;270;38.8268156424581;179;16:18,54:21,55:51,8:19,25:45,90:8,125:17;3
550;2272;171;31.511627906976745;86;98:6,132:28,85:29,119:23;3
550;2739;346;35.294117647058826;51;85:28,119:23;3
551;804;673;66.66666666666667;3;32:2,80:1;3
552;1590;564;35.0;29;104:12,69:13,103:4;3
554;2036;377;34.81481481481482;81;112:51,2:3,131:17,133:5,10:3,30:2;3
555;1643;327;43.166666666666664;30;17:14,74:16;3
556;1060;337;75.56603773584905;106;112:51,2:3,36:1,109:51;3
558;794;306;27.647058823529413;17;54:17;3
559;1737;390;45.0;1;10:1;3
559;1668;454;71.4375;80;112:51,2:3,131:17,133:5,10:2,30:2;3
560;184;365;53.92670157068063;191;112:55,50:18,43:2,133:5,134:4,91:52,44:2,109:53;3
560;2553;299;45.0;4;134:4;3
560;1759;298;60.0;7;11:7;3
561;2632;207;35.89041095890411;219;112:55,50:18,43:2,131:28,133:5,134:4,91:52,44:2,109:53;3
566;160;206;20.0;21;14:21;3
570;2673;212;18.4375;16;14:16;3
572;1944;368;34.6875;64;131:14,55:50;3
573;694;513;38.75;16;4:16;3
574;152;468;43.301886792452834;53;136:1,89:48,116:3,6:1;3
575;2720;208;57.96610169491525;59;90:8,61:51;3
576;1018;1156;60.54054054054054;37;49:16,110:1,97:20;3
577;32;278;30.0;10;23:10;3
578;1037;223;26.583333333333332;60;80:1,128:23,11:7,4:16,7:13;3
579;460;201;40.63333333333333;150;90:8,131:14,140:124,133:1,94:3;3
579;1085;268;44.642857142857146;14;17:14;3
581;3045;272;52.36;125;51:8,5:9,102:73,121:8,137:10,41:3,122:5,92:9;3
581;3070;268;75.0;4;98:4;3
583;446;349;35.69230769230769;65;131:14,55:51;3
584;2492;737;344.375;8;90:8;3
586;973;385;40.0;16;16:16;3
587;2056;531;65.0;19;67:5,21:2,77:1,23:11;3
588;2776;279;24.848484848484848;33;16:16,54:17;3
590;2519;375;35.0;16;16:16;3
592;2969;477;38.43283582089552;67;17:14,83:2,29:51;3
593;1989;255;20.0;1;129:1;3
593;2319;445;120.0;8;129:8;3
594;2411;296;20.0;2;10:2;3
595;675;442;25.0;38;5:7,121:11,56:6,73:3,122:8,15:3;3
599;1563;1178;141.42857142857142;7;83:7;3
599;405;739;105.71428571428571;7;83:7;3
600;144;328;25.0;36;128:23,7:13;3
601;725;735;60.0;53;136:1,89:48,116:3,6:1;3
602;999;433;76.96078431372548;51;55:51;3
605;2241;298;526.4705882352941;34;64:3,115:3,85:28;3
605;1229;104;75.0;6;16:3,125:3;3
606;3013;496;55.526315789473685;209;112:51,2:3,43:3,36:1,131:28,91:53,50:19,109:51;3
608;1079;217;20.0;179;3:14,5:4,102:71,41:4,106:1,110:18,123:1,78:24,137:10,56:6,121:4,122:8,59:5,92:9;3
609;312;306;86.03571428571429;140;35:1,10:4,27:11,140:124;3
609;1260;66;15.0;6;73:3,15:3;3
610;801;240;45.44303797468354;79;90:8,35:64,44:2,133:5;3
610;572;359;50.0;64;131:14,55:50;3
611;1521;516;626.875;16;4:16;3
612;2493;244;44.214285714285715;70;8:18,16:17,125:17,54:18;3
613;218;380;110.56818181818181;176;115:2,91:52,140:122;3
614;1902;226;25.0;36;49:15,97:21;3
615;1923;276;39.07142857142857;70;64:3,17:14,61:51,96:2;3
615;2446;347;92.14285714285714;7;129:7;3
620;1046;324;25.0;39;98:2,3:18,110:19;3
625;531;1129;87.35849056603773;53;136:1,89:48,116:3,6:1;3
626;2372;311;47.55555555555556;45;35:34,27:11;3
628;2083;878;94.0;30;17:14,74:16;3
632;796;313;138.68421052631578;38;67:5,68:28,93:5;3
