stop_I;lat;lon;name
1;60.47248394097162;22.28253381395815;Leipäläntie
2;60.4463368364731;22.26425932975826;Kaupunginteatteri
4;60.40510427917014;22.21155818906829;Marjamäentie
6;60.50955053589444;22.29416490732527;Vanha Moisiontie
9;60.50732604754906;22.23187714831202;Rotanvuori
12;60.44866538720312;22.28069961620661;Vartiovuori
13;60.45567362751048;22.30904224817411;Tammitie
15;60.50443948267474;22.13197052977257;Kirjokallionkatu
17;60.48270694132054;22.27798544591491;Pallivahan koulu
18;60.42451805360294;22.25372730748198;Uimalankatu
19;60.45118590983148;22.32867378330259;Jaaninpuisto
21;60.44346705737464;22.27432216149586;Kaskenkatu
22;60.43367823523306;22.34627149327392;Kirjurinaukio
23;60.4127998235571;22.30019594420003;Savonkatu
24;60.4606667890785;22.2654814204562;Autistenaukio
25;60.43328938449048;22.35494920717156;Raastuvankatu
27;60.43672231426758;22.36006130691108;Vaala
28;60.44583646085744;22.25652532157136;Borenpuisto
29;60.3680405394562;22.2415182284598;Brinkhall
30;60.46968925641014;22.24116310483589;Kankareenkuja
31;60.48252924934046;22.27247289089772;Pohjoiskaari
32;60.47943886068338;22.15379826931415;Alhainen
33;60.48565587811596;22.32971947697918;Piiskakuja
36;60.44610597697652;22.38299487541145;Kärppälä
37;60.39997063932626;22.38485651428838;Kärki
42;60.4232765728165;22.20111487668163;Pikikurjentie
43;60.45415713774802;22.19625776767119;Aunelantie
44;60.45550299781554;22.30267767779923;Savikatu
45;60.47214424559348;22.32232255510014;Nuntiuksenkuja
47;60.4457701993618;22.22452407266767;Patterinhaka
48;60.4908268860479;22.28081138524796;Prykinkuja
49;60.42968495950498;22.23680214810143;Kölikatu
52;60.44991323875318;22.25134303548112;Mannerheimin puisto
54;60.44081555696708;22.40936348396888;Paltantie
58;60.44838705707302;22.26022932251061;Kela
60;60.46245244618292;22.26942673627884;Oskarinkuja
63;60.44657744024228;22.27228614194374;Luostarinmäki
64;60.39247435332972;22.21338088770654;Haarlantie
66;60.43089965092476;22.33624742064962;Karhunaukio
68;60.41122182887182;22.41199727273066;Voivala
69;60.4618274685221;22.27132035438706;Murtomaantie
70;60.47885243107424;22.27552291388834;Valkiasvuorentie
71;60.42899942325254;22.15808732900621;Tammimäki
72;60.44383548241458;22.31319098301284;Tierankatu
73;60.44044030721684;22.24313951893126;Panimo
74;60.40018353103442;22.36952632649404;Emännänkatu
75;60.43736762670528;22.23516593119013;Forum Marinum
76;60.45975025680236;22.28220060991889;Assistentinkatu
77;60.48996968670822;22.25593449362329;Nostoväenkatu
79;60.44784212261232;22.20663818585953;Vitkalankatu
82;60.43074;22.33174;Poropuiston kenttä
83;60.49552370726192;22.29386945952113;Ruopanhaara
84;60.43651471083882;22.38535881981477;Lähteenmäentie
85;60.44151077557346;22.35610213451843;Hintsa Knaapin katu
86;60.44355727855856;22.36399743305046;Pihkalankatu
87;60.47485579385268;22.26552271999146;Markulanpuisto
88;60.39934093022738;22.23632183639795;Friskalantie
90;60.48259601245182;22.28221008278262;Valkiasvuorenkatu
91;60.44074739272132;22.28965604763281;Jäähalli
92;60.43742079234976;22.32481397566842;Biolinja
93;60.42057124563322;22.38834995414585;Niemeläntie
95;60.44585778240128;22.37895414595033;Hakaniitty
96;60.45211313083552;22.26589194770744;Kauppatori
98;60.40992321389784;22.23631652574781;Kukolantie
100;60.48621266495136;22.15684893068501;Lumparla
101;60.44941794479354;22.26721323322187;Kauppahalli
103;60.45221776608118;22.13252476064692;Telakan vanha portti
104;60.48223345337578;22.28796515927319;Kärsämäen koulu
110;60.45640941052888;22.26661229033448;Linja-autoasema, tulolaituri
111;60.43937751360814;22.26147163297659;Urheilupuisto
112;60.48457268311906;22.1735841948349;Raision kirkko
114;60.44575101105442;22.25362610129865;Poliisitalo
115;60.41621936553744;22.38314978535812;Rakentajantie
116;60.44258030963332;22.23134392493673;Nosturikatu
117;60.40860011301688;22.3369196640498;Poronkatu
118;60.43520577987736;22.23932171371363;Telakkaranta
121;60.46953772087588;22.26842977597757;Laihasmäentie
122;60.44103970086988;22.22874982770324;Nosturikatu
124;60.5296191127137;22.29089967643753;Ymmyrsuonkatu
125;60.45761164042418;22.43767738480089;Alisippaantie
128;60.42855274363558;22.38337973948443;Sidoskatu
129;60.46757304444208;22.35016826359153;Kausela
130;60.43334878397206;22.32560015078825;Biolaakso
131;60.47498002378198;22.20570524932935;Hepokankare
132;60.41633308782786;22.39238720142227;Heinätie
137;60.43170481370634;22.25784328971373;Vähäheikkiläntie
138;60.4237295273062;22.29401438358151;Ilpoistentie
139;60.48829547065086;22.11444084997988;Tikanmaa
140;60.427574594557;22.14958699729958;Honkapirtti
142;60.45587313525798;22.27530082646687;Nahkurinkatu
144;60.4605873689268;22.36123679293637;Kultanummentie
146;60.42116592158316;22.30084086652852;Hamppukatu
148;60.47243251000072;22.32131572897195;Nuntiuksenkuja
149;60.4730444518083;22.22664612327198;Länsikeskus
150;60.46130763235374;22.24563343098046;Untolankatu
152;60.48051818476122;22.3826857877751;Vanhalinna
153;60.39178298915722;22.39502821518275;Linnanrauniontie
155;60.44369620327822;22.31306551776323;Tierankatu
159;60.40995193091026;22.39710846231062;Nummenniityntie
160;60.42748390750502;22.1365223192956;Birkka
162;60.45270183640614;22.26677077830156;Kauppatori
164;60.48258043094638;22.32252924993429;Kuormakatu
166;60.44681607492748;22.24468034170816;Portsa
167;60.40696072180262;22.3532579919389;Hakalanmäki
168;60.44505212748928;22.30231548609852;Kupittaanpuisto
170;60.5083282553542;22.13479581540253;Poikkitie
173;60.4628880092837;22.2971841297197;Korvalankatu
175;60.45117025678606;22.29811754295859;Teollisuuskatu
177;60.4313646359331;22.24605117384006;Rykmentintie
178;60.43655552393106;22.33601744693444;Taalintehtaankatu
179;60.41020408144496;22.35293989862921;Pohjanpelto
180;60.3869862998009;22.3754727511006;Kellukkakatu
183;60.44836237312436;22.2383932824104;Artturinkatu
184;60.44752121194176;22.35264012713227;Kraatarinkatu
187;60.4089428571734;22.22228141724102;Koulumestarinkatu
188;60.45729265537042;22.30931792025511;Haapatie
190;60.44195065366834;22.27896442233091;Kunnallissairaalantie
191;60.44690719094804;22.38302651483998;Rukkikatu
192;60.49386448334152;22.41613737006264;Sillilä
193;60.39219623026512;22.39709518986266;Kylliäisentie
194;60.38145242016082;22.2231569090587;Satavansilta
196;60.4372513543374;22.23518299095028;Forum Marinum
197;60.4878628704333;22.32420852078445;Messinkikatu
199;60.44070782286242;22.20452532417028;Ruissalonsilta
200;60.44533458553264;22.28007374307089;Tähtitorninkatu
201;60.44579647004228;22.41459120391106;Kotimäen koulu
202;60.4145548728814;22.19165734845871;Särkilahden koulu
203;60.45609196358854;22.25089400430408;Paasirinne
204;60.49097391034302;22.18846791833444;Haunisten liittymä
205;60.44896121087542;22.36144228458663;Pelttarinkatu
208;60.37206457543712;22.28501492808631;Kaislahdentie
211;60.40657926343246;22.37221425854957;Kaarinan palolaitos
213;60.45748277476142;22.28240284618106;Kasarminkatu
214;60.3676086861822;22.24025603920855;Brinkhall
215;60.44828550177568;22.24881480874334;Mikaelinkirkko
216;60.44586719895222;22.24178020284819;Arvinkatu
217;60.43741248732326;22.25855631115839;Kupittaankatu
218;60.4491169218915;22.26911350968129;Kaupungintalo
219;60.45080913214876;22.37242551569969;Kalevalankatu
221;60.4416995499998;22.27594407337162;Kaupunginsairaala
222;60.43505456275184;22.35375085726855;Raatimiehenkatu
223;60.41739335125198;22.20003801432228;Pikikurjentie
225;60.48993025293722;22.28646340354212;Hiidenkatu
226;60.41265996474634;22.30310662175852;Karjalankatu
228;60.4718023214305;22.22861384754657;Markulantie
229;60.45674345516734;22.23692684153647;Kaakelitehdas
231;60.41478561965538;22.24631255172233;Moikoistenkatu
232;60.45120434932228;22.4066568775117;Hollanterintie
234;60.47144380730178;22.17850718095704;Ihalan kenttä
237;60.41729507236474;22.26472774589527;Uittamo
239;60.44864219336512;22.1481135129556;Ahjokatu
240;60.42226;22.22775;Honkaistenranta
241;60.4627512546536;22.27100363325612;Suutarinkatu
242;60.5168026382965;22.34807775502534;Urheilutalo
243;60.4118006022149;22.33077089857812;Ahmankatu
245;60.41049159976206;22.23461534080577;Riistakatu
246;60.3894160395727;22.18870536163858;Margareetantie
247;60.4159312984818;22.19043551191444;Maanpääntie
248;60.47880965660638;22.24931541508746;Palloiluhalli
249;60.44629698773464;22.32770306649198;Jaaninoja
250;60.5080565002119;22.33731925357595;Huhkonmaantie
253;60.47725207937526;22.24950720656208;Eskonkatu
255;60.45401037469206;22.19418607686859;Suikkilantie
256;60.4667050939269;22.22963683052364;Lukoilantie
257;60.45698087273836;22.24834270629422;Kähärintie
258;60.4352281275511;22.35074271404656;Kämnerinpolku
259;60.42658043419536;22.20371884910542;Pikisaari
261;60.41256986047498;22.30208344103388;Karjalankatu
262;60.45147232828534;22.41129618142267;Littoisten koulu
269;60.4459726799624;22.185748685957;Pohjoissalmi
270;60.41194482762026;22.2352749318992;Moikoinen
