buffer_center_lat;buffer_center_lon;buffer_radius_km;extract_start_date;link_distance_avg_m;n_connections;n_links;n_stops;network_length_m;vehicle_kilometers
38.1185512471;13.3597816096;20.0;2014-09-22;229;226215;2561;2176;586860;51127.9750000001
